Sentence,Label,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
uhhuh and then I can't walk when them peck holes on me .,verb,"1	uhhuh	_	_	_	_	6	discourse	_	_
2	and	_	_	_	_	6	cc	_	_
3	then	_	_	_	_	6	advmod	_	_
4	I	_	_	_	_	6	nsubj	_	_
5	can't	_	_	_	_	6	aux	_	_
6	walk	_	_	_	_	0	root	_	_
7	when	_	_	_	_	9	mark	_	_
8	them	_	_	_	_	9	nsubj	_	_
9	peck	_	_	_	_	6	advcl	_	_
10	holes	_	_	_	_	9	obj	_	_
11	on	_	_	_	_	12	case	_	_
12	me	_	_	_	_	9	obl	_	_
13	.	_	_	_	_	6	punct	_	_","1	uhhuh	_	INTJ	UH	_	7	discourse	_	_
2	and	_	CCONJ	CC	_	7	cc	_	_
3	then	_	ADV	RB	_	7	advmod	_	_
4	I	_	PRON	PRP	_	7	nsubj	_	_
5	ca	_	AUX	MD	_	7	aux	_	_
6	n't	_	PART	RB	_	7	advmod	_	_
7	walk	_	VERB	VB	_	0	root	_	_
8	when	_	ADV	WRB	_	10	advmod	_	_
9	them	_	PRON	PRP	_	10	nsubj	_	_
10	peck	_	VERB	VBP	_	7	advcl	_	_
11	holes	_	NOUN	NNS	_	10	obj	_	_
12	on	_	ADP	IN	_	13	case	_	_
13	me	_	PRON	PRP	_	10	obl	_	_
14	.	_	PUNCT	.	_	7	punct	_	_",
hunhunh and then I can't walk when them peck holes on me .,verb,"1	hunhunh	_	_	_	_	6	discourse	_	_
2	and	_	_	_	_	6	cc	_	_
3	then	_	_	_	_	6	advmod	_	_
4	I	_	_	_	_	6	nsubj	_	_
5	can't	_	_	_	_	6	aux	_	_
6	walk	_	_	_	_	0	root	_	_
7	when	_	_	_	_	9	mark	_	_
8	them	_	_	_	_	9	nsubj	_	_
9	peck	_	_	_	_	6	advcl	_	_
10	holes	_	_	_	_	9	obj	_	_
11	on	_	_	_	_	12	case	_	_
12	me	_	_	_	_	9	obl	_	_
13	.	_	_	_	_	6	punct	_	_","1	hunhunh	_	INTJ	UH	_	7	discourse	_	_
2	and	_	CCONJ	CC	_	7	cc	_	_
3	then	_	ADV	RB	_	7	advmod	_	_
4	I	_	PRON	PRP	_	7	nsubj	_	_
5	ca	_	AUX	MD	_	7	aux	_	_
6	n't	_	PART	RB	_	7	advmod	_	_
7	walk	_	VERB	VB	_	0	root	_	_
8	when	_	ADV	WRB	_	10	advmod	_	_
9	them	_	PRON	PRP	_	10	nsubj	_	_
10	peck	_	VERB	VBP	_	7	advcl	_	_
11	holes	_	NOUN	NNS	_	10	obj	_	_
12	on	_	ADP	IN	_	13	case	_	_
13	me	_	PRON	PRP	_	10	obl	_	_
14	.	_	PUNCT	.	_	7	punct	_	_",
I I blowed that Mommy .,tense_aspect,"1	I	_	_	_	_	2	reparandum	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	blowed	_	_	_	_	0	root	_	_
4	that	_	_	_	_	3	obj	_	_
5	Mommy	_	_	_	_	3	vocative	_	_
6	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	blowed	_	VERB	VBD	_	0	root	_	_
4	that	_	DET	DT	_	5	det	_	_
5	Mommy	_	PROPN	NNP	_	3	obj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
the the sugar I blowed the sugar Mom .,tense_aspect,"1	the	_	_	_	_	2	reparandum	_	_
2	the	_	_	_	_	3	det	_	_
3	sugar	_	_	_	_	0	root	_	_
4	I	_	_	_	_	5	nsubj	_	_
5	blowed	_	_	_	_	3	parataxis	_	_
6	the	_	_	_	_	7	det	_	_
7	sugar	_	_	_	_	5	obj	_	_
8	Mom	_	_	_	_	5	vocative	_	_
9	.	_	_	_	_	3	punct	_	_","1	the	_	DET	DT	_	3	det	_	_
2	the	_	DET	DT	_	3	det	_	_
3	sugar	_	NOUN	NN	_	5	nsubj	_	_
4	I	_	PRON	PRP	_	5	nsubj	_	_
5	blowed	_	VERB	VBD	_	0	root	_	_
6	the	_	DET	DT	_	8	det	_	_
7	sugar	_	NOUN	NN	_	8	compound	_	_
8	Mom	_	NOUN	NN	_	5	obj	_	_
9	.	_	PUNCT	.	_	5	punct	_	_",
why that's yellow Mom ?,auxiliary,"1	why	_	_	_	_	3	advmod	_	_
2	that's	_	_	_	_	3	cop	_	_
3	yellow	_	_	_	_	0	root	_	_
4	Mom	_	_	_	_	3	vocative	_	_
5	?	_	_	_	_	3	punct	_	_","1	why	_	ADV	WRB	_	5	advmod	_	_
2	that	_	PRON	DT	_	5	nsubj	_	_
3	's	_	AUX	VBZ	_	5	cop	_	_
4	yellow	_	ADJ	JJ	_	5	amod	_	_
5	Mom	_	NOUN	NN	_	0	root	_	_
6	?	_	PUNCT	.	_	5	punct	_	_",
a e what's two letters ?,determiner,"1	a	_	_	_	_	0	root	_	_
2	e	_	_	_	_	1	conj	_	_
3	what's	_	_	_	_	1	parataxis	_	_
4	two	_	_	_	_	5	nummod	_	_
5	letters	_	_	_	_	3	nsubj	_	_
6	?	_	_	_	_	1	punct	_	_","1	a	_	DET	DT	_	2	det	_	_
2	e	_	NOUN	NN	_	0	root	_	_
3	what	_	PRON	WP	_	6	nsubj	_	_
4	's	_	AUX	VBZ	_	6	cop	_	_
5	two	_	NUM	CD	_	6	nummod	_	_
6	letters	_	NOUN	NNS	_	2	acl:relcl	_	_
7	?	_	PUNCT	.	_	2	punct	_	_",
Mommy when you're through with .,object,"1	Mommy	_	_	_	_	4	vocative	_	_
2	when	_	_	_	_	4	mark	_	_
3	you're	_	_	_	_	4	nsubj	_	_
4	through	_	_	_	_	0	root	_	_
5	with	_	_	_	_	4	obl	_	_
6	.	_	_	_	_	4	punct	_	_","1	Mommy	_	PROPN	NNP	_	0	root	_	_
2	when	_	ADV	WRB	_	5	advmod	_	_
3	you	_	PRON	PRP	_	5	nsubj	_	_
4	're	_	AUX	VBP	_	5	cop	_	_
5	through	_	ADP	IN	_	1	advcl	_	_
6	with	_	ADP	IN	_	5	obl	_	_
7	.	_	PUNCT	.	_	1	punct	_	_",
why that's cut all cut up ?,other,"1	why	_	_	_	_	5	advmod	_	_
2	that's	_	_	_	_	5	nsubj	_	_
3	cut	_	_	_	_	5	reparandum	_	_
4	all	_	_	_	_	5	advmod	_	_
5	cut	_	_	_	_	0	root	_	_
6	up	_	_	_	_	5	compound:prt	_	_
7	?	_	_	_	_	5	punct	_	_","1	why	_	ADV	WRB	_	4	advmod	_	_
2	that	_	PRON	DT	_	4	nsubj:pass	_	_
3	's	_	AUX	VBZ	_	4	aux:pass	_	_
4	cut	_	VERB	VBN	_	0	root	_	_
5	all	_	DET	DT	_	4	obj	_	_
6	cut	_	VERB	VBN	_	4	xcomp	_	_
7	up	_	ADP	RP	_	6	compound:prt	_	_
8	?	_	PUNCT	.	_	4	punct	_	_",
when you through with that I have a lick of bowl that bowl ?,"verb, auxiliary, determiner","1	when	_	_	_	_	3	mark	_	_
2	you	_	_	_	_	3	nsubj	_	_
3	through	_	_	_	_	7	advcl	_	_
4	with	_	_	_	_	5	case	_	_
5	that	_	_	_	_	3	obl	_	_
6	I	_	_	_	_	7	nsubj	_	_
7	have	_	_	_	_	0	root	_	_
8	a	_	_	_	_	9	det	_	_
9	lick	_	_	_	_	7	obj	_	_
10	of	_	_	_	_	11	case	_	_
11	bowl	_	_	_	_	9	nmod	_	_
12	that	_	_	_	_	13	det	_	_
13	bowl	_	_	_	_	9	parataxis	_	_
14	?	_	_	_	_	7	punct	_	_","1	when	_	ADV	WRB	_	3	advmod	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	through	_	ADP	RP	_	7	advcl	_	_
4	with	_	ADP	IN	_	7	mark	_	_
5	that	_	SCONJ	IN	_	7	mark	_	_
6	I	_	PRON	PRP	_	7	nsubj	_	_
7	have	_	VERB	VBP	_	0	root	_	_
8	a	_	DET	DT	_	9	det	_	_
9	lick	_	NOUN	NN	_	7	obj	_	_
10	of	_	ADP	IN	_	11	case	_	_
11	bowl	_	NOUN	NN	_	9	nmod	_	_
12	that	_	DET	DT	_	13	det	_	_
13	bowl	_	NOUN	NN	_	9	nmod:unmarked	_	_
14	?	_	PUNCT	.	_	7	punct	_	_",
I lick one little piece okay ?,auxiliary,"1	I	_	_	_	_	2	nsubj	_	_
2	lick	_	_	_	_	0	root	_	_
3	one	_	_	_	_	5	nummod	_	_
4	little	_	_	_	_	5	amod	_	_
5	piece	_	_	_	_	2	obj	_	_
6	okay	_	_	_	_	2	discourse	_	_
7	?	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	lick	_	VERB	VBP	_	0	root	_	_
3	one	_	NUM	CD	_	5	nummod	_	_
4	little	_	ADJ	JJ	_	5	amod	_	_
5	piece	_	NOUN	NN	_	2	obj	_	_
6	okay	_	ADJ	JJ	_	2	xcomp	_	_
7	?	_	PUNCT	.	_	2	punct	_	_",
Mommy I have one little another lick please .,auxiliary,"1	Mommy	_	_	_	_	3	vocative	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	have	_	_	_	_	0	root	_	_
4	one	_	_	_	_	5	nummod	_	_
5	little	_	_	_	_	3	obj	_	_
6	another	_	_	_	_	7	det	_	_
7	lick	_	_	_	_	3	parataxis	_	_
8	please	_	_	_	_	3	discourse	_	_
9	.	_	_	_	_	3	punct	_	_","1	Mommy	_	PROPN	NNP	_	3	vocative	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	have	_	VERB	VBP	_	0	root	_	_
4	one	_	NUM	CD	_	5	nummod	_	_
5	little	_	ADJ	JJ	_	7	amod	_	_
6	another	_	DET	DT	_	7	det	_	_
7	lick	_	NOUN	NN	_	3	obj	_	_
8	please	_	INTJ	UH	_	3	discourse	_	_
9	.	_	PUNCT	.	_	3	punct	_	_",
not me either I will not fit in the pan .,other,"1	not	_	_	_	_	2	advmod	_	_
2	me	_	_	_	_	0	root	_	_
3	either	_	_	_	_	2	advmod	_	_
4	I	_	_	_	_	7	nsubj	_	_
5	will	_	_	_	_	7	aux	_	_
6	not	_	_	_	_	7	advmod	_	_
7	fit	_	_	_	_	2	parataxis	_	_
8	in	_	_	_	_	10	case	_	_
9	the	_	_	_	_	10	det	_	_
10	pan	_	_	_	_	7	obl	_	_
11	.	_	_	_	_	2	punct	_	_","1	not	_	PART	RB	_	2	advmod	_	_
2	me	_	PRON	PRP	_	0	root	_	_
3	either	_	CCONJ	CC	_	7	cc:preconj	_	_
4	I	_	PRON	PRP	_	7	nsubj	_	_
5	will	_	AUX	MD	_	7	aux	_	_
6	not	_	PART	RB	_	7	advmod	_	_
7	fit	_	VERB	VB	_	2	parataxis	_	_
8	in	_	ADP	IN	_	10	case	_	_
9	the	_	DET	DT	_	10	det	_	_
10	pan	_	NOUN	NN	_	7	obl	_	_
11	.	_	PUNCT	.	_	2	punct	_	_",
hunhunh I have one more little taste Mom ?,auxiliary,"1	hunhunh	_	_	_	_	3	discourse	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	have	_	_	_	_	0	root	_	_
4	one	_	_	_	_	7	nummod	_	_
5	more	_	_	_	_	7	amod	_	_
6	little	_	_	_	_	7	amod	_	_
7	taste	_	_	_	_	3	obj	_	_
8	Mom	_	_	_	_	3	vocative	_	_
9	?	_	_	_	_	3	punct	_	_","1	hunhunh	_	INTJ	UH	_	3	discourse	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	have	_	VERB	VBP	_	0	root	_	_
4	one	_	NUM	CD	_	7	nummod	_	_
5	more	_	ADJ	JJR	_	7	amod	_	_
6	little	_	ADJ	JJ	_	7	amod	_	_
7	taste	_	NOUN	NN	_	3	obj	_	_
8	Mom	_	NOUN	NN	_	7	appos	_	_
9	?	_	PUNCT	.	_	3	punct	_	_",
I have a big taste Mom ?,auxiliary,"1	I	_	_	_	_	2	nsubj	_	_
2	have	_	_	_	_	0	root	_	_
3	a	_	_	_	_	5	det	_	_
4	big	_	_	_	_	5	amod	_	_
5	taste	_	_	_	_	2	obj	_	_
6	Mom	_	_	_	_	2	vocative	_	_
7	?	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	have	_	VERB	VBP	_	0	root	_	_
3	a	_	DET	DT	_	5	det	_	_
4	big	_	ADJ	JJ	_	5	amod	_	_
5	taste	_	NOUN	NN	_	2	obj	_	_
6	Mom	_	NOUN	NN	_	5	appos	_	_
7	?	_	PUNCT	.	_	2	punct	_	_",
uhuh uhuh I eat a real tiny one like yours .,auxiliary,"1	uhuh	_	_	_	_	4	discourse	_	_
2	uhuh	_	_	_	_	1	flat	_	_
3	I	_	_	_	_	4	nsubj	_	_
4	eat	_	_	_	_	0	root	_	_
5	a	_	_	_	_	8	det	_	_
6	real	_	_	_	_	7	advmod	_	_
7	tiny	_	_	_	_	8	amod	_	_
8	one	_	_	_	_	4	obj	_	_
9	like	_	_	_	_	10	case	_	_
10	yours	_	_	_	_	8	nmod	_	_
11	.	_	_	_	_	4	punct	_	_","1	uhuh	_	INTJ	UH	_	4	discourse	_	_
2	uhuh	_	INTJ	UH	_	4	discourse	_	_
3	I	_	PRON	PRP	_	4	nsubj	_	_
4	eat	_	VERB	VBP	_	0	root	_	_
5	a	_	DET	DT	_	8	det	_	_
6	real	_	ADJ	JJ	_	8	amod	_	_
7	tiny	_	ADJ	JJ	_	8	amod	_	_
8	one	_	NOUN	NN	_	4	obj	_	_
9	like	_	ADP	IN	_	10	case	_	_
10	yours	_	PRON	PRP	_	8	nmod	_	_
11	.	_	PUNCT	.	_	4	punct	_	_",
Daddy what we watch Daddy .,auxiliary,"1	Daddy	_	_	_	_	4	vocative	_	_
2	what	_	_	_	_	4	obj	_	_
3	we	_	_	_	_	4	nsubj	_	_
4	watch	_	_	_	_	0	root	_	_
5	Daddy	_	_	_	_	4	vocative	_	_
6	.	_	_	_	_	4	punct	_	_","1	Daddy	_	PROPN	NNP	_	0	root	_	_
2	what	_	PRON	WP	_	1	obj	_	_
3	we	_	PRON	PRP	_	4	nsubj	_	_
4	watch	_	VERB	VBP	_	2	acl:relcl	_	_
5	Daddy	_	PROPN	NNP	_	4	obj	_	_
6	.	_	PUNCT	.	_	1	punct	_	_",
Daddy soon that's a be gone .,"auxiliary, determiner","1	Daddy	_	_	_	_	6	vocative	_	_
2	soon	_	_	_	_	6	advmod	_	_
3	that's	_	_	_	_	6	aux	_	_
4	a	_	_	_	_	6	aux	_	_
5	be	_	_	_	_	6	cop	_	_
6	gone	_	_	_	_	0	root	_	_
7	.	_	_	_	_	6	punct	_	_","1	Daddy	_	PROPN	NNP	_	7	vocative	_	_
2	soon	_	ADV	RB	_	7	advmod	_	_
3	that	_	PRON	DT	_	7	nsubj	_	_
4	's	_	AUX	VBZ	_	7	cop	_	_
5	a	_	DET	DT	_	7	det	_	_
6	be	_	AUX	VB	_	7	cop	_	_
7	gone	_	ADJ	JJ	_	0	root	_	_
8	.	_	PUNCT	.	_	7	punct	_	_",
uhhuh I I don't want you eat them all .,tense_aspect,"1	uhhuh	_	_	_	_	5	discourse	_	_
2	I	_	_	_	_	3	reparandum	_	_
3	I	_	_	_	_	5	nsubj	_	_
4	don't	_	_	_	_	5	aux	_	_
5	want	_	_	_	_	0	root	_	_
6	you	_	_	_	_	5	obj	_	_
7	eat	_	_	_	_	5	xcomp	_	_
8	them	_	_	_	_	7	obj	_	_
9	all	_	_	_	_	8	det	_	_
10	.	_	_	_	_	5	punct	_	_","1	uhhuh	_	INTJ	UH	_	6	discourse	_	_
2	I	_	PRON	PRP	_	6	reparandum	_	_
3	I	_	PRON	PRP	_	6	nsubj	_	_
4	do	_	AUX	VBP	_	6	aux	_	_
5	n't	_	PART	RB	_	6	advmod	_	_
6	want	_	VERB	VB	_	0	root	_	_
7	you	_	PRON	PRP	_	6	obj	_	_
8	eat	_	VERB	VB	_	6	xcomp	_	_
9	them	_	PRON	PRP	_	8	obj	_	_
10	all	_	DET	DT	_	8	advmod	_	_
11	.	_	PUNCT	.	_	6	punct	_	_",
baby horse .,determiner,"1	baby	_	_	_	_	2	amod	_	_
2	horse	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	baby	_	NOUN	NN	_	2	compound	_	_
2	horse	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
and they bring they bring me blockses .,tense_aspect,"1	and	_	_	_	_	5	cc	_	_
2	they	_	_	_	_	3	nsubj	_	_
3	bring	_	_	_	_	5	reparandum	_	_
4	they	_	_	_	_	5	nsubj	_	_
5	bring	_	_	_	_	0	root	_	_
6	me	_	_	_	_	5	iobj	_	_
7	blockses	_	_	_	_	5	obj	_	_
8	.	_	_	_	_	5	punct	_	_","1	and	_	CCONJ	CC	_	3	cc	_	_
2	they	_	PRON	PRP	_	3	nsubj	_	_
3	bring	_	VERB	VBP	_	0	root	_	_
4	they	_	PRON	PRP	_	5	nsubj	_	_
5	bring	_	VERB	VBP	_	3	ccomp	_	_
6	me	_	PRON	PRP	_	5	iobj	_	_
7	blockses	_	NOUN	NNS	_	5	obj	_	_
8	.	_	PUNCT	.	_	3	punct	_	_",
Spidey don't have no more money .,"sv_agreement, determiner","1	Spidey	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	advmod	_	_
3	have	_	_	_	_	0	root	_	_
4	no	_	_	_	_	6	det	_	_
5	more	_	_	_	_	6	amod	_	_
6	money	_	_	_	_	3	obj	_	_
7	.	_	_	_	_	3	punct	_	_","1	Spidey	_	PROPN	NNP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	have	_	VERB	VB	_	0	root	_	_
5	no	_	DET	DT	_	7	det	_	_
6	more	_	ADJ	JJR	_	7	amod	_	_
7	money	_	NOUN	NN	_	4	obj	_	_
8	.	_	PUNCT	.	_	4	punct	_	_",
the Hulk don't like chocolate .,sv_agreement,"1	the	_	_	_	_	2	det	_	_
2	Hulk	_	_	_	_	4	nsubj	_	_
3	don't	_	_	_	_	4	aux	_	_
4	like	_	_	_	_	0	root	_	_
5	chocolate	_	_	_	_	4	obj	_	_
6	.	_	_	_	_	4	punct	_	_","1	the	_	DET	DT	_	2	det	_	_
2	Hulk	_	PROPN	NNP	_	5	nsubj	_	_
3	do	_	AUX	VBP	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	like	_	VERB	VB	_	0	root	_	_
6	chocolate	_	NOUN	NN	_	5	obj	_	_
7	.	_	PUNCT	.	_	5	punct	_	_",
ghostses and Snoopy is my friend .,sv_agreement,"1	ghostses	_	_	_	_	0	root	_	_
2	and	_	_	_	_	6	cc	_	_
3	Snoopy	_	_	_	_	6	nsubj	_	_
4	is	_	_	_	_	6	cop	_	_
5	my	_	_	_	_	6	nmod:poss	_	_
6	friend	_	_	_	_	1	conj	_	_
7	.	_	_	_	_	1	punct	_	_","1	ghostses	_	PROPN	NNPS	_	6	nsubj	_	_
2	and	_	CCONJ	CC	_	3	cc	_	_
3	Snoopy	_	PROPN	NNP	_	1	conj	_	_
4	is	_	AUX	VBZ	_	6	cop	_	_
5	my	_	PRON	PRP$	_	6	nmod:poss	_	_
6	friend	_	NOUN	NN	_	0	root	_	_
7	.	_	PUNCT	.	_	6	punct	_	_",
go get dollar .,determiner,"1	go	_	_	_	_	0	root	_	_
2	get	_	_	_	_	1	compound	_	_
3	dollar	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	1	punct	_	_","1	go	_	VERB	VB	_	0	root	_	_
2	get	_	VERB	VB	_	1	xcomp	_	_
3	dollar	_	NOUN	NN	_	2	obj	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
go put in mouth .,determiner,"1	go	_	_	_	_	0	root	_	_
2	put	_	_	_	_	1	compound	_	_
3	in	_	_	_	_	4	case	_	_
4	mouth	_	_	_	_	2	obl	_	_
5	.	_	_	_	_	1	punct	_	_","1	go	_	VERB	VB	_	0	root	_	_
2	put	_	VERB	VBN	_	1	xcomp	_	_
3	in	_	ADP	IN	_	4	case	_	_
4	mouth	_	NOUN	NN	_	2	obl	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
he was getting up and see Marky Rossy .,tense_aspect,"1	he	_	_	_	_	3	nsubj	_	_
2	was	_	_	_	_	3	aux	_	_
3	getting	_	_	_	_	0	root	_	_
4	up	_	_	_	_	3	advmod	_	_
5	and	_	_	_	_	6	cc	_	_
6	see	_	_	_	_	3	conj	_	_
7	Marky	_	_	_	_	6	obj	_	_
8	Rossy	_	_	_	_	7	flat	_	_
9	.	_	_	_	_	3	punct	_	_","1	he	_	PRON	PRP	_	3	nsubj	_	_
2	was	_	AUX	VBD	_	3	aux	_	_
3	getting	_	VERB	VBG	_	0	root	_	_
4	up	_	ADP	RP	_	3	compound:prt	_	_
5	and	_	CCONJ	CC	_	6	cc	_	_
6	see	_	VERB	VB	_	3	conj	_	_
7	Marky	_	PROPN	NNP	_	6	obj	_	_
8	Rossy	_	PROPN	NNP	_	7	flat	_	_
9	.	_	PUNCT	.	_	3	punct	_	_",
I don't broke it in two bits I broke it in one bit .,auxiliary,"1	I	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	aux	_	_
3	broke	_	_	_	_	0	root	_	_
4	it	_	_	_	_	3	obj	_	_
5	in	_	_	_	_	7	case	_	_
6	two	_	_	_	_	7	nummod	_	_
7	bits	_	_	_	_	3	obl	_	_
8	I	_	_	_	_	9	nsubj	_	_
9	broke	_	_	_	_	3	parataxis	_	_
10	it	_	_	_	_	9	obj	_	_
11	in	_	_	_	_	13	case	_	_
12	one	_	_	_	_	13	nummod	_	_
13	bit	_	_	_	_	9	obl	_	_
14	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	broke	_	VERB	VBN	_	0	root	_	_
5	it	_	PRON	PRP	_	4	obj	_	_
6	in	_	ADP	IN	_	8	case	_	_
7	two	_	NUM	CD	_	8	nummod	_	_
8	bits	_	NOUN	NNS	_	4	obl	_	_
9	I	_	PRON	PRP	_	10	nsubj	_	_
10	broke	_	VERB	VBD	_	4	parataxis	_	_
11	it	_	PRON	PRP	_	10	obj	_	_
12	in	_	ADP	IN	_	14	case	_	_
13	one	_	NUM	CD	_	14	nummod	_	_
14	bit	_	NOUN	NN	_	10	obl	_	_
15	.	_	PUNCT	.	_	4	punct	_	_",
I told Mrs Mitchell the Great Pumpkin and Charlie Brown .,preposition,"1	I	_	_	_	_	2	nsubj	_	_
2	told	_	_	_	_	0	root	_	_
3	Mrs	_	_	_	_	2	iobj	_	_
4	Mitchell	_	_	_	_	3	flat	_	_
5	the	_	_	_	_	7	det	_	_
6	Great	_	_	_	_	7	amod	_	_
7	Pumpkin	_	_	_	_	2	obj	_	_
8	and	_	_	_	_	9	cc	_	_
9	Charlie	_	_	_	_	7	conj	_	_
10	Brown	_	_	_	_	9	flat	_	_
11	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	told	_	VERB	VBD	_	0	root	_	_
3	Mrs	_	PROPN	NNP	_	2	iobj	_	_
4	Mitchell	_	PROPN	NNP	_	3	flat	_	_
5	the	_	DET	DT	_	7	det	_	_
6	Great	_	ADJ	NNP	_	7	amod	_	_
7	Pumpkin	_	PROPN	NNP	_	3	appos	_	_
8	and	_	CCONJ	CC	_	9	cc	_	_
9	Charlie	_	PROPN	NNP	_	7	conj	_	_
10	Brown	_	PROPN	NNP	_	9	flat	_	_
11	.	_	PUNCT	.	_	2	punct	_	_",
I got elephants and Marky got elephants on .,preposition,"1	I	_	_	_	_	2	nsubj	_	_
2	got	_	_	_	_	0	root	_	_
3	elephants	_	_	_	_	2	obj	_	_
4	and	_	_	_	_	6	cc	_	_
5	Marky	_	_	_	_	6	nsubj	_	_
6	got	_	_	_	_	2	conj	_	_
7	elephants	_	_	_	_	6	obj	_	_
8	on	_	_	_	_	6	advmod	_	_
9	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	got	_	VERB	VBD	_	0	root	_	_
3	elephants	_	NOUN	NNS	_	2	obj	_	_
4	and	_	CCONJ	CC	_	6	cc	_	_
5	Marky	_	PROPN	NNP	_	6	nsubj	_	_
6	got	_	VERB	VBD	_	2	conj	_	_
7	elephants	_	NOUN	NNS	_	6	obj	_	_
8	on	_	ADP	IN	_	6	compound:prt	_	_
9	.	_	PUNCT	.	_	2	punct	_	_",
but I'm to my home .,verb,"1	but	_	_	_	_	5	cc	_	_
2	I'm	_	_	_	_	5	cop	_	_
3	to	_	_	_	_	5	case	_	_
4	my	_	_	_	_	5	nmod:poss	_	_
5	home	_	_	_	_	0	root	_	_
6	.	_	_	_	_	5	punct	_	_","1	but	_	CCONJ	CC	_	6	cc	_	_
2	I	_	PRON	PRP	_	6	nsubj	_	_
3	'm	_	AUX	VBP	_	6	cop	_	_
4	to	_	ADP	IN	_	6	case	_	_
5	my	_	PRON	PRP$	_	6	nmod:poss	_	_
6	home	_	NOUN	NN	_	0	root	_	_
7	.	_	PUNCT	.	_	6	punct	_	_",
no that pumpkin don't wanna be a .,"sv_agreement, object","1	no	_	_	_	_	5	discourse	_	_
2	that	_	_	_	_	3	det	_	_
3	pumpkin	_	_	_	_	5	nsubj	_	_
4	don't	_	_	_	_	5	aux	_	_
5	wanna	_	_	_	_	0	root	_	_
6	be	_	_	_	_	7	cop	_	_
7	a	_	_	_	_	5	xcomp	_	_
8	.	_	_	_	_	5	punct	_	_","1	no	_	INTJ	UH	_	6	discourse	_	_
2	that	_	SCONJ	IN	_	6	mark	_	_
3	pumpkin	_	NOUN	NN	_	6	nsubj	_	_
4	do	_	AUX	VBP	_	6	aux	_	_
5	n't	_	PART	RB	_	6	advmod	_	_
6	wan	_	VERB	VB	_	0	root	_	_
7	na	_	PART	TO	_	9	mark	_	_
8	be	_	AUX	VB	_	9	cop	_	_
9	a	_	DET	DT	_	6	xcomp	_	_
10	.	_	PUNCT	.	_	6	punct	_	_",
no that pumpkin wanna be a little jack o lantern .,sv_agreement,"1	no	_	_	_	_	4	discourse	_	_
2	that	_	_	_	_	3	det	_	_
3	pumpkin	_	_	_	_	4	nsubj	_	_
4	wanna	_	_	_	_	0	root	_	_
5	be	_	_	_	_	8	cop	_	_
6	a	_	_	_	_	8	det	_	_
7	little	_	_	_	_	8	amod	_	_
8	jack	_	_	_	_	4	xcomp	_	_
9	o	_	_	_	_	10	case	_	_
10	lantern	_	_	_	_	8	nmod	_	_
11	.	_	_	_	_	4	punct	_	_","1	no	_	INTJ	UH	_	4	discourse	_	_
2	that	_	SCONJ	IN	_	4	mark	_	_
3	pumpkin	_	NOUN	NN	_	4	nsubj	_	_
4	wan	_	VERB	VBP	_	0	root	_	_
5	na	_	PART	TO	_	9	mark	_	_
6	be	_	AUX	VB	_	9	cop	_	_
7	a	_	DET	DT	_	9	det	_	_
8	little	_	ADJ	JJ	_	9	amod	_	_
9	jack	_	NOUN	NN	_	4	xcomp	_	_
10	o	_	ADP	IN	_	11	case	_	_
11	lantern	_	NOUN	NN	_	9	nmod	_	_
12	.	_	PUNCT	.	_	4	punct	_	_",
