Sentence,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
uhhuh put those in Mom .,"1	uhhuh	_	_	_	_	2	discourse	_	_
2	put	_	_	_	_	0	root	_	_
3	those	_	_	_	_	2	obj	_	_
4	in	_	_	_	_	2	compound:prt	_	_
5	Mom	_	_	_	_	2	vocative	_	_
6	.	_	_	_	_	2	punct	_	_","1	uhhuh	_	INTJ	UH	_	2	discourse	_	_
2	put	_	VERB	VB	_	0	root	_	_
3	those	_	PRON	DT	_	2	obj	_	_
4	in	_	ADP	IN	_	5	case	_	_
5	Mom	_	NOUN	NN	_	2	obl	_	_
6	.	_	PUNCT	.	_	2	punct	_	_",
Mom put those in Mom .,"1	Mom	_	_	_	_	2	vocative	_	_
2	put	_	_	_	_	0	root	_	_
3	those	_	_	_	_	2	obj	_	_
4	in	_	_	_	_	2	compound:prt	_	_
5	Mom	_	_	_	_	2	vocative	_	_
6	.	_	_	_	_	2	punct	_	_","1	Mom	_	NOUN	NN	_	2	nsubj	_	_
2	put	_	VERB	VBD	_	0	root	_	_
3	those	_	PRON	DT	_	2	obj	_	_
4	in	_	ADP	IN	_	5	case	_	_
5	Mom	_	NOUN	NN	_	2	obl	_	_
6	.	_	PUNCT	.	_	2	punct	_	_",
I'll eat it all Mommy .,"1	I'll	_	_	_	_	2	nsubj	_	_
2	eat	_	_	_	_	0	root	_	_
3	it	_	_	_	_	2	obj	_	_
4	all	_	_	_	_	3	det	_	_
5	Mommy	_	_	_	_	2	vocative	_	_
6	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'll	_	AUX	MD	_	3	aux	_	_
3	eat	_	VERB	VB	_	0	root	_	_
4	it	_	PRON	PRP	_	3	obj	_	_
5	all	_	DET	DT	_	6	det	_	_
6	Mommy	_	PROPN	NNP	_	3	vocative	_	_
7	.	_	PUNCT	.	_	3	punct	_	_",
I tried to eat it all .,"1	I	_	_	_	_	2	nsubj	_	_
2	tried	_	_	_	_	0	root	_	_
3	to	_	_	_	_	4	mark	_	_
4	eat	_	_	_	_	2	xcomp	_	_
5	it	_	_	_	_	4	obj	_	_
6	all	_	_	_	_	5	det	_	_
7	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	tried	_	VERB	VBD	_	0	root	_	_
3	to	_	PART	TO	_	4	mark	_	_
4	eat	_	VERB	VB	_	2	xcomp	_	_
5	it	_	PRON	PRP	_	4	obj	_	_
6	all	_	DET	DT	_	4	advmod	_	_
7	.	_	PUNCT	.	_	2	punct	_	_",
there's no more !,"1	there's	_	_	_	_	3	expl	_	_
2	no	_	_	_	_	3	det	_	_
3	more	_	_	_	_	0	root	_	_
4	!	_	_	_	_	3	punct	_	_","1	there	_	PRON	EX	_	2	expl	_	_
2	's	_	VERB	VBZ	_	0	root	_	_
3	no	_	ADV	RB	_	4	advmod	_	_
4	more	_	ADJ	JJR	_	2	nsubj	_	_
5	!	_	PUNCT	.	_	2	punct	_	_",
also I just love cheese Mom .,"1	also	_	_	_	_	4	advmod	_	_
2	I	_	_	_	_	4	nsubj	_	_
3	just	_	_	_	_	4	advmod	_	_
4	love	_	_	_	_	0	root	_	_
5	cheese	_	_	_	_	4	obj	_	_
6	Mom	_	_	_	_	4	vocative	_	_
7	.	_	_	_	_	4	punct	_	_","1	also	_	ADV	RB	_	4	advmod	_	_
2	I	_	PRON	PRP	_	4	nsubj	_	_
3	just	_	ADV	RB	_	4	advmod	_	_
4	love	_	VERB	VBP	_	0	root	_	_
5	cheese	_	NOUN	NN	_	4	obj	_	_
6	Mom	_	NOUN	NN	_	4	obj	_	_
7	.	_	PUNCT	.	_	4	punct	_	_",
Mommy Mommy it's broken .,"1	Mommy	_	_	_	_	4	vocative	_	_
2	Mommy	_	_	_	_	1	conj	_	_
3	it's	_	_	_	_	4	nsubj	_	_
4	broken	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	Mommy	_	PROPN	NNP	_	5	vocative	_	_
2	Mommy	_	PROPN	NNP	_	1	flat	_	_
3	it	_	PRON	PRP	_	5	nsubj:pass	_	_
4	's	_	AUX	VBZ	_	5	aux:pass	_	_
5	broken	_	VERB	VBN	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
Mommy I can't see it .,"1	Mommy	_	_	_	_	4	vocative	_	_
2	I	_	_	_	_	4	nsubj	_	_
3	can't	_	_	_	_	4	aux	_	_
4	see	_	_	_	_	0	root	_	_
5	it	_	_	_	_	4	obj	_	_
6	.	_	_	_	_	4	punct	_	_","1	Mommy	_	PROPN	NNP	_	5	vocative	_	_
2	I	_	PRON	PRP	_	5	nsubj	_	_
3	ca	_	AUX	MD	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	see	_	VERB	VB	_	0	root	_	_
6	it	_	PRON	PRP	_	5	obj	_	_
7	.	_	PUNCT	.	_	5	punct	_	_",
uhhuh it's gone now Mom .,"1	uhhuh	_	_	_	_	3	discourse	_	_
2	it's	_	_	_	_	3	nsubj	_	_
3	gone	_	_	_	_	0	root	_	_
4	now	_	_	_	_	3	advmod	_	_
5	Mom	_	_	_	_	3	vocative	_	_
6	.	_	_	_	_	3	punct	_	_","1	uhhuh	_	INTJ	UH	_	4	discourse	_	_
2	it	_	PRON	PRP	_	4	nsubj	_	_
3	's	_	AUX	VBZ	_	4	cop	_	_
4	gone	_	ADJ	JJ	_	0	root	_	_
5	now	_	ADV	RB	_	4	advmod	_	_
6	Mom	_	NOUN	NN	_	4	vocative	_	_
7	.	_	PUNCT	.	_	4	punct	_	_",
Mommy I need some another one Mom .,"1	Mommy	_	_	_	_	3	vocative	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	need	_	_	_	_	0	root	_	_
4	some	_	_	_	_	3	obj	_	_
5	another	_	_	_	_	6	det	_	_
6	one	_	_	_	_	3	parataxis	_	_
7	Mom	_	_	_	_	6	vocative	_	_
8	.	_	_	_	_	3	punct	_	_","1	Mommy	_	INTJ	UH	_	3	discourse	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	need	_	VERB	VBP	_	0	root	_	_
4	some	_	DET	DT	_	6	det	_	_
5	another	_	DET	DT	_	6	det	_	_
6	one	_	NOUN	NN	_	3	obj	_	_
7	Mom	_	NOUN	NN	_	3	obj	_	_
8	.	_	PUNCT	.	_	3	punct	_	_",
uh no .,"1	uh	_	_	_	_	0	root	_	_
2	no	_	_	_	_	1	discourse	_	_
3	.	_	_	_	_	1	punct	_	_","1	uh	_	INTJ	UH	_	2	discourse	_	_
2	no	_	INTJ	UH	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Uh	uh	INTJ	UH	_	0	root	0:root	_
2	no	no	INTJ	UH	_	1	discourse	1:discourse	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
water mom where's the water ?,"1	water	_	_	_	_	0	root	_	_
2	mom	_	_	_	_	1	vocative	_	_
3	where's	_	_	_	_	1	parataxis	_	_
4	the	_	_	_	_	5	det	_	_
5	water	_	_	_	_	3	nsubj	_	_
6	?	_	_	_	_	1	punct	_	_","1	water	_	NOUN	NN	_	2	compound	_	_
2	mom	_	NOUN	NN	_	0	root	_	_
3	where	_	ADV	WRB	_	2	advmod	_	_
4	's	_	AUX	VBZ	_	6	cop	_	_
5	the	_	DET	DT	_	6	det	_	_
6	water	_	NOUN	NN	_	3	nsubj	_	_
7	?	_	PUNCT	.	_	2	punct	_	_",
there's water .,"1	there's	_	_	_	_	0	root	_	_
2	water	_	_	_	_	1	nsubj	_	_
3	.	_	_	_	_	1	punct	_	_","1	there	_	PRON	EX	_	2	expl	_	_
2	's	_	VERB	VBZ	_	0	root	_	_
3	water	_	NOUN	NN	_	2	nsubj	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
and sometimes we don't .,"1	and	_	_	_	_	4	cc	_	_
2	sometimes	_	_	_	_	4	advmod	_	_
3	we	_	_	_	_	4	nsubj	_	_
4	don't	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	and	_	CCONJ	CC	_	4	cc	_	_
2	sometimes	_	ADV	RB	_	4	advmod	_	_
3	we	_	PRON	PRP	_	4	nsubj	_	_
4	do	_	AUX	VBP	_	0	root	_	_
5	n't	_	PART	RB	_	4	advmod	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
you can't see me Dad .,"1	you	_	_	_	_	3	nsubj	_	_
2	can't	_	_	_	_	3	aux	_	_
3	see	_	_	_	_	0	root	_	_
4	me	_	_	_	_	3	obj	_	_
5	Dad	_	_	_	_	3	vocative	_	_
6	.	_	_	_	_	3	punct	_	_","1	you	_	PRON	PRP	_	4	nsubj	_	_
2	ca	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	see	_	VERB	VB	_	0	root	_	_
5	me	_	PRON	PRP	_	4	obj	_	_
6	Dad	_	NOUN	NN	_	4	obj	_	_
7	.	_	PUNCT	.	_	4	punct	_	_",
you can't see me Dad .,"1	you	_	_	_	_	3	nsubj	_	_
2	can't	_	_	_	_	3	aux	_	_
3	see	_	_	_	_	0	root	_	_
4	me	_	_	_	_	3	obj	_	_
5	Dad	_	_	_	_	3	vocative	_	_
6	.	_	_	_	_	3	punct	_	_","1	you	_	PRON	PRP	_	4	nsubj	_	_
2	ca	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	see	_	VERB	VB	_	0	root	_	_
5	me	_	PRON	PRP	_	4	obj	_	_
6	Dad	_	NOUN	NN	_	4	obj	_	_
7	.	_	PUNCT	.	_	4	punct	_	_",
I'm not going to tell you .,"1	I'm	_	_	_	_	3	nsubj	_	_
2	not	_	_	_	_	3	advmod	_	_
3	going	_	_	_	_	0	root	_	_
4	to	_	_	_	_	5	mark	_	_
5	tell	_	_	_	_	3	xcomp	_	_
6	you	_	_	_	_	5	iobj	_	_
7	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	'm	_	AUX	VBP	_	4	aux	_	_
3	not	_	PART	RB	_	4	advmod	_	_
4	going	_	VERB	VBG	_	0	root	_	_
5	to	_	PART	TO	_	6	mark	_	_
6	tell	_	VERB	VB	_	4	xcomp	_	_
7	you	_	PRON	PRP	_	6	iobj	_	_
8	.	_	PUNCT	.	_	4	punct	_	_",
now you can't see me .,"1	now	_	_	_	_	4	advmod	_	_
2	you	_	_	_	_	4	nsubj	_	_
3	can't	_	_	_	_	4	aux	_	_
4	see	_	_	_	_	0	root	_	_
5	me	_	_	_	_	4	obj	_	_
6	.	_	_	_	_	4	punct	_	_","1	now	_	ADV	RB	_	5	advmod	_	_
2	you	_	PRON	PRP	_	5	nsubj	_	_
3	ca	_	AUX	MD	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	see	_	VERB	VB	_	0	root	_	_
6	me	_	PRON	PRP	_	5	obj	_	_
7	.	_	PUNCT	.	_	5	punct	_	_",
don't find me okay ?,"1	don't	_	_	_	_	2	aux	_	_
2	find	_	_	_	_	0	root	_	_
3	me	_	_	_	_	2	obj	_	_
4	okay	_	_	_	_	2	discourse	_	_
5	?	_	_	_	_	2	punct	_	_","1	do	_	AUX	VB	_	3	aux	_	_
2	n't	_	PART	RB	_	3	advmod	_	_
3	find	_	VERB	VB	_	0	root	_	_
4	me	_	PRON	PRP	_	3	obj	_	_
5	okay	_	ADJ	JJ	_	3	xcomp	_	_
6	?	_	PUNCT	.	_	3	punct	_	_",
yeah until it's nighttime .,"1	yeah	_	_	_	_	4	discourse	_	_
2	until	_	_	_	_	4	mark	_	_
3	it's	_	_	_	_	4	cop	_	_
4	nighttime	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	yeah	_	INTJ	UH	_	5	discourse	_	_
2	until	_	SCONJ	IN	_	5	mark	_	_
3	it	_	PRON	PRP	_	5	nsubj	_	_
4	's	_	AUX	VBZ	_	5	cop	_	_
5	nighttime	_	NOUN	NN	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
because I don't want anybody to see me .,"1	because	_	_	_	_	4	mark	_	_
2	I	_	_	_	_	4	nsubj	_	_
3	don't	_	_	_	_	4	aux	_	_
4	want	_	_	_	_	0	root	_	_
5	anybody	_	_	_	_	4	obj	_	_
6	to	_	_	_	_	7	mark	_	_
7	see	_	_	_	_	4	xcomp	_	_
8	me	_	_	_	_	7	obj	_	_
9	.	_	_	_	_	4	punct	_	_","1	because	_	SCONJ	IN	_	5	mark	_	_
2	I	_	PRON	PRP	_	5	nsubj	_	_
3	do	_	AUX	VBP	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	want	_	VERB	VB	_	0	root	_	_
6	anybody	_	PRON	NN	_	5	obj	_	_
7	to	_	PART	TO	_	8	mark	_	_
8	see	_	VERB	VB	_	6	acl	_	_
9	me	_	PRON	PRP	_	8	obj	_	_
10	.	_	PUNCT	.	_	5	punct	_	_",
because I'm afraid .,"1	because	_	_	_	_	3	mark	_	_
2	I'm	_	_	_	_	3	cop	_	_
3	afraid	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	because	_	SCONJ	IN	_	4	mark	_	_
2	I	_	PRON	PRP	_	4	nsubj	_	_
3	'm	_	AUX	VBP	_	4	cop	_	_
4	afraid	_	ADJ	JJ	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
I'm afraid of you .,"1	I'm	_	_	_	_	2	cop	_	_
2	afraid	_	_	_	_	0	root	_	_
3	of	_	_	_	_	4	case	_	_
4	you	_	_	_	_	2	obl	_	_
5	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	cop	_	_
3	afraid	_	ADJ	JJ	_	0	root	_	_
4	of	_	ADP	IN	_	5	case	_	_
5	you	_	PRON	PRP	_	3	obl	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
I'm afraid of the sleeping bag .,"1	I'm	_	_	_	_	2	nsubj	_	_
2	afraid	_	_	_	_	0	root	_	_
3	of	_	_	_	_	6	case	_	_
4	the	_	_	_	_	6	det	_	_
5	sleeping	_	_	_	_	6	compound	_	_
6	bag	_	_	_	_	2	obl	_	_
7	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	cop	_	_
3	afraid	_	ADJ	JJ	_	0	root	_	_
4	of	_	ADP	IN	_	7	case	_	_
5	the	_	DET	DT	_	7	det	_	_
6	sleeping	_	NOUN	NN	_	7	compound	_	_
7	bag	_	NOUN	NN	_	3	obl	_	_
8	.	_	PUNCT	.	_	3	punct	_	_",
no I'm mad at the sleeping bag .,"1	no	_	_	_	_	3	discourse	_	_
2	I'm	_	_	_	_	3	nsubj	_	_
3	mad	_	_	_	_	0	root	_	_
4	at	_	_	_	_	7	case	_	_
5	the	_	_	_	_	7	det	_	_
6	sleeping	_	_	_	_	7	compound	_	_
7	bag	_	_	_	_	3	obl	_	_
8	.	_	_	_	_	3	punct	_	_","1	no	_	INTJ	UH	_	4	discourse	_	_
2	I	_	PRON	PRP	_	4	nsubj	_	_
3	'm	_	AUX	VBP	_	4	cop	_	_
4	mad	_	ADJ	JJ	_	0	root	_	_
5	at	_	ADP	IN	_	8	case	_	_
6	the	_	DET	DT	_	8	det	_	_
7	sleeping	_	NOUN	NN	_	8	compound	_	_
8	bag	_	NOUN	NN	_	4	obl	_	_
9	.	_	PUNCT	.	_	4	punct	_	_",
I'm mad at the sleeping bag .,"1	I'm	_	_	_	_	2	nsubj	_	_
2	mad	_	_	_	_	0	root	_	_
3	at	_	_	_	_	6	case	_	_
4	the	_	_	_	_	6	det	_	_
5	sleeping	_	_	_	_	6	compound	_	_
6	bag	_	_	_	_	2	obl	_	_
7	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	cop	_	_
3	mad	_	ADJ	JJ	_	0	root	_	_
4	at	_	ADP	IN	_	7	case	_	_
5	the	_	DET	DT	_	7	det	_	_
6	sleeping	_	NOUN	NN	_	7	compound	_	_
7	bag	_	NOUN	NN	_	3	obl	_	_
8	.	_	PUNCT	.	_	3	punct	_	_",
because I'm mad at myself .,"1	because	_	_	_	_	3	mark	_	_
2	I'm	_	_	_	_	3	nsubj	_	_
3	mad	_	_	_	_	0	root	_	_
4	at	_	_	_	_	5	case	_	_
5	myself	_	_	_	_	3	obl	_	_
6	.	_	_	_	_	3	punct	_	_","1	because	_	SCONJ	IN	_	4	mark	_	_
2	I	_	PRON	PRP	_	4	nsubj	_	_
3	'm	_	AUX	VBP	_	4	cop	_	_
4	mad	_	ADJ	JJ	_	0	root	_	_
5	at	_	ADP	IN	_	6	case	_	_
6	myself	_	PRON	PRP	_	4	obl	_	_
7	.	_	PUNCT	.	_	4	punct	_	_",
I'm coming out .,"1	I'm	_	_	_	_	2	nsubj	_	_
2	coming	_	_	_	_	0	root	_	_
3	out	_	_	_	_	2	advmod	_	_
4	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	aux	_	_
3	coming	_	VERB	VBG	_	0	root	_	_
4	out	_	ADP	RP	_	3	compound:prt	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
I'm going back in .,"1	I'm	_	_	_	_	2	nsubj	_	_
2	going	_	_	_	_	0	root	_	_
3	back	_	_	_	_	4	advmod	_	_
4	in	_	_	_	_	2	advmod	_	_
5	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	aux	_	_
3	going	_	VERB	VBG	_	0	root	_	_
4	back	_	ADV	RB	_	3	advmod	_	_
5	in	_	ADV	RB	_	3	advmod	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
back in the sleeping bag .,"1	back	_	_	_	_	0	root	_	_
2	in	_	_	_	_	5	case	_	_
3	the	_	_	_	_	5	det	_	_
4	sleeping	_	_	_	_	5	compound	_	_
5	bag	_	_	_	_	1	obl	_	_
6	.	_	_	_	_	5	punct	_	_","1	back	_	ADV	RB	_	0	root	_	_
2	in	_	ADP	IN	_	5	case	_	_
3	the	_	DET	DT	_	5	det	_	_
4	sleeping	_	NOUN	NN	_	5	compound	_	_
5	bag	_	NOUN	NN	_	1	obl	_	_
6	.	_	PUNCT	.	_	1	punct	_	_",
Momma doesn't know where the saw is .,"1	Momma	_	_	_	_	3	nsubj	_	_
2	doesn't	_	_	_	_	3	aux	_	_
3	know	_	_	_	_	0	root	_	_
4	where	_	_	_	_	3	ccomp	_	_
5	the	_	_	_	_	6	det	_	_
6	saw	_	_	_	_	4	nsubj	_	_
7	is	_	_	_	_	4	cop	_	_
8	.	_	_	_	_	3	punct	_	_","1	Momma	_	PROPN	NNP	_	4	nsubj	_	_
2	does	_	AUX	VBZ	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	know	_	VERB	VB	_	0	root	_	_
5	where	_	ADV	WRB	_	4	ccomp	_	_
6	the	_	DET	DT	_	7	det	_	_
7	saw	_	NOUN	NN	_	5	nsubj	_	_
8	is	_	AUX	VBZ	_	5	cop	_	_
9	.	_	PUNCT	.	_	4	punct	_	_",
and you don't know where my saw is .,"1	and	_	_	_	_	4	cc	_	_
2	you	_	_	_	_	4	nsubj	_	_
3	don't	_	_	_	_	4	aux	_	_
4	know	_	_	_	_	0	root	_	_
5	where	_	_	_	_	4	ccomp	_	_
6	my	_	_	_	_	7	nmod:poss	_	_
7	saw	_	_	_	_	5	nsubj	_	_
8	is	_	_	_	_	5	cop	_	_
9	.	_	_	_	_	4	punct	_	_","1	and	_	CCONJ	CC	_	5	cc	_	_
2	you	_	PRON	PRP	_	5	nsubj	_	_
3	do	_	AUX	VBP	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	know	_	VERB	VB	_	0	root	_	_
6	where	_	ADV	WRB	_	5	ccomp	_	_
7	my	_	PRON	PRP$	_	8	nmod:poss	_	_
8	saw	_	NOUN	NN	_	6	nsubj	_	_
9	is	_	AUX	VBZ	_	6	cop	_	_
10	.	_	PUNCT	.	_	5	punct	_	_",
and I don't know where my saw is .,"1	and	_	_	_	_	4	cc	_	_
2	I	_	_	_	_	4	nsubj	_	_
3	don't	_	_	_	_	4	aux	_	_
4	know	_	_	_	_	0	root	_	_
5	where	_	_	_	_	4	ccomp	_	_
6	my	_	_	_	_	7	nmod:poss	_	_
7	saw	_	_	_	_	5	nsubj	_	_
8	is	_	_	_	_	5	cop	_	_
9	.	_	_	_	_	4	punct	_	_","1	and	_	CCONJ	CC	_	5	cc	_	_
2	I	_	PRON	PRP	_	5	nsubj	_	_
3	do	_	AUX	VBP	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	know	_	VERB	VB	_	0	root	_	_
6	where	_	ADV	WRB	_	5	ccomp	_	_
7	my	_	PRON	PRP$	_	8	nmod:poss	_	_
8	saw	_	NOUN	NN	_	6	nsubj	_	_
9	is	_	AUX	VBZ	_	6	cop	_	_
10	.	_	PUNCT	.	_	5	punct	_	_",
yeah I fell down .,"1	yeah	_	_	_	_	3	discourse	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	fell	_	_	_	_	0	root	_	_
4	down	_	_	_	_	3	advmod	_	_
5	.	_	_	_	_	3	punct	_	_","1	yeah	_	INTJ	UH	_	3	discourse	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	fell	_	VERB	VBD	_	0	root	_	_
4	down	_	ADP	RP	_	3	compound:prt	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
I fell down .,"1	I	_	_	_	_	2	nsubj	_	_
2	fell	_	_	_	_	0	root	_	_
3	down	_	_	_	_	2	advmod	_	_
4	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	fell	_	VERB	VBD	_	0	root	_	_
3	down	_	ADP	RP	_	2	compound:prt	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
I fell down .,"1	I	_	_	_	_	2	nsubj	_	_
2	fell	_	_	_	_	0	root	_	_
3	down	_	_	_	_	2	advmod	_	_
4	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	fell	_	VERB	VBD	_	0	root	_	_
3	down	_	ADP	RP	_	2	compound:prt	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
I wasn't very careful .,"1	I	_	_	_	_	4	nsubj	_	_
2	wasn't	_	_	_	_	4	advmod	_	_
3	very	_	_	_	_	4	advmod	_	_
4	careful	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	I	_	PRON	PRP	_	5	nsubj	_	_
2	was	_	AUX	VBD	_	5	cop	_	_
3	n't	_	PART	RB	_	5	advmod	_	_
4	very	_	ADV	RB	_	5	advmod	_	_
5	careful	_	ADJ	JJ	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
I'm not doing anything see ?,"1	I'm	_	_	_	_	3	nsubj	_	_
2	not	_	_	_	_	3	advmod	_	_
3	doing	_	_	_	_	0	root	_	_
4	anything	_	_	_	_	3	obj	_	_
5	see	_	_	_	_	3	parataxis	_	_
6	?	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	'm	_	AUX	VBP	_	4	aux	_	_
3	not	_	PART	RB	_	4	advmod	_	_
4	doing	_	VERB	VBG	_	0	root	_	_
5	anything	_	PRON	NN	_	4	obj	_	_
6	see	_	VERB	VB	_	4	xcomp	_	_
7	?	_	PUNCT	.	_	4	punct	_	_",
I keep falling down .,"1	I	_	_	_	_	2	nsubj	_	_
2	keep	_	_	_	_	0	root	_	_
3	falling	_	_	_	_	2	xcomp	_	_
4	down	_	_	_	_	3	advmod	_	_
5	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	keep	_	VERB	VBP	_	0	root	_	_
3	falling	_	VERB	VBG	_	2	xcomp	_	_
4	down	_	ADP	RP	_	3	compound:prt	_	_
5	.	_	PUNCT	.	_	2	punct	_	_","1	I	I	PRON	PRP	_	2	nsubj	2:nsubj|3:nsubj:xsubj	_
2	keep	keep	VERB	VBP	_	0	root	0:root	_
3	falling	fall	VERB	VBG	_	2	xcomp	2:xcomp	_
4	down	down	ADV	RP	_	3	advmod	3:advmod	SpaceAfter=No
5	.	.	PUNCT	.	_	2	punct	2:punct	_
"
hey I can't get in this sleeping bag you help me okay ?,"1	hey	_	_	_	_	4	discourse	_	_
2	I	_	_	_	_	4	nsubj	_	_
3	can't	_	_	_	_	4	aux	_	_
4	get	_	_	_	_	0	root	_	_
5	in	_	_	_	_	8	case	_	_
6	this	_	_	_	_	8	det	_	_
7	sleeping	_	_	_	_	8	compound	_	_
8	bag	_	_	_	_	4	obl	_	_
9	you	_	_	_	_	10	nsubj	_	_
10	help	_	_	_	_	4	parataxis	_	_
11	me	_	_	_	_	10	obj	_	_
12	okay	_	_	_	_	10	discourse	_	_
13	?	_	_	_	_	4	punct	_	_","1	hey	_	INTJ	UH	_	5	discourse	_	_
2	I	_	PRON	PRP	_	5	nsubj	_	_
3	ca	_	AUX	MD	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	get	_	VERB	VB	_	0	root	_	_
6	in	_	ADP	IN	_	9	case	_	_
7	this	_	DET	DT	_	9	det	_	_
8	sleeping	_	NOUN	NN	_	9	compound	_	_
9	bag	_	NOUN	NN	_	5	obl	_	_
10	you	_	PRON	PRP	_	11	nsubj	_	_
11	help	_	VERB	VBP	_	5	parataxis	_	_
12	me	_	PRON	PRP	_	11	obj	_	_
13	okay	_	ADJ	JJ	_	11	xcomp	_	_
14	?	_	PUNCT	.	_	5	punct	_	_",
the Hulk's not for Halloween .,"1	the	_	_	_	_	2	det	_	_
2	Hulk's	_	_	_	_	5	cop	_	_
3	not	_	_	_	_	5	advmod	_	_
4	for	_	_	_	_	5	case	_	_
5	Halloween	_	_	_	_	0	root	_	_
6	.	_	_	_	_	5	punct	_	_","1	the	_	DET	DT	_	2	det	_	_
2	Hulk	_	PROPN	NNP	_	6	nsubj	_	_
3	's	_	AUX	VBZ	_	6	cop	_	_
4	not	_	PART	RB	_	6	advmod	_	_
5	for	_	ADP	IN	_	6	case	_	_
6	Halloween	_	PROPN	NNP	_	0	root	_	_
7	.	_	PUNCT	.	_	6	punct	_	_",
go whoooo .,"1	go	_	_	_	_	0	root	_	_
2	whoooo	_	_	_	_	1	discourse	_	_
3	.	_	_	_	_	1	punct	_	_","1	go	_	VERB	VB	_	0	root	_	_
2	whoooo	_	NOUN	NN	_	1	obj	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
and don't forget Marky's coat .,"1	and	_	_	_	_	3	cc	_	_
2	don't	_	_	_	_	3	aux	_	_
3	forget	_	_	_	_	0	root	_	_
4	Marky's	_	_	_	_	5	nmod:poss	_	_
5	coat	_	_	_	_	3	obj	_	_
6	.	_	_	_	_	3	punct	_	_","1	and	_	CCONJ	CC	_	4	cc	_	_
2	do	_	AUX	VB	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	forget	_	VERB	VB	_	0	root	_	_
5	Marky	_	PROPN	NNP	_	7	nmod:poss	_	_
6	's	_	PART	POS	_	5	case	_	_
7	coat	_	NOUN	NN	_	4	obj	_	_
8	.	_	PUNCT	.	_	4	punct	_	_",
