# sentence: Thomas what 's the matter what 's the matter ?
Gold: token=Thomas, upos=PROPN, xpos=NNP, head=5, label=vocative
Gold: token=Where, upos=ADV, xpos=WRB, head=0, label=root
Pred: token=Where, upos=ADV, xpos=WRB, head=0, label=root
Gold: token='s, upos=AUX, xpos=VBZ, head=1, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=1, label=cop
Gold: token=the, upos=DET, xpos=DT, head=5, label=det
Pred: token=the, upos=DET, xpos=DT, head=5, label=det
Gold: token=matching, upos=VERB, xpos=VBG, head=5, label=amod
Pred: token=matching, upos=NOUN, xpos=NN, head=5, label=amod
Gold: token=one, upos=NOUN, xpos=NN, head=1, label=nsubj
Pred: token=one, upos=NOUN, xpos=NN, head=1, label=nsubj
Gold: token=with, upos=ADP, xpos=IN, head=7, label=case
Pred: token=with, upos=ADP, xpos=IN, head=7, label=case
Gold: token=this, upos=PRON, xpos=DT, head=5, label=nmod
Pred: token=this, upos=PRON, xpos=DT, head=5, label=nmod
Gold: token=?, upos=PUNCT, xpos=?, head=1, label=punct
Pred: token=?, upos=PUNCT, xpos=?, head=1, label=punct
------------------------------------------------------------

# sentence: Um the matching frog ?
Gold: token=Um, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=Um, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=the, upos=DET, xpos=DT, head=4, label=det
Pred: token=the, upos=DET, xpos=DT, head=4, label=det
Gold: token=matching, upos=NOUN, xpos=NN, head=4, label=amod
Pred: token=matching, upos=NOUN, xpos=NN, head=4, label=compound
Gold: token=frog, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=frog, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=?, upos=PUNCT, xpos=?, head=4, label=punct
Pred: token=?, upos=PUNCT, xpos=?, head=4, label=punct
------------------------------------------------------------

# sentence: Oh it was alive .
Gold: token=Oh, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=Oh, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=it, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=it, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token=was, upos=AUX, xpos=VBD, head=4, label=cop
Pred: token=was, upos=AUX, xpos=VBD, head=4, label=cop
Gold: token=alive, upos=ADJ, xpos=JJ, head=0, label=root
Pred: token=alive, upos=ADJ, xpos=JJ, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Should we open this daddy ?
Gold: token=Should, upos=AUX, xpos=MD, head=3, label=aux
Pred: token=Should, upos=AUX, xpos=MD, head=3, label=aux
Gold: token=we, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=3, label=nsubj
Gold: token=open, upos=VERB, xpos=VB, head=0, label=root
Pred: token=open, upos=VERB, xpos=VB, head=0, label=root
Gold: token=this, upos=DET, xpos=DT, head=3, label=obj
Pred: token=this, upos=DET, xpos=DT, head=5, label=det
Gold: token=daddy, upos=NOUN, xpos=NN, head=3, label=vocative
Pred: token=daddy, upos=NOUN, xpos=NN, head=3, label=vocative
Gold: token=?, upos=PUNCT, xpos=?, head=3, label=punct
Pred: token=?, upos=PUNCT, xpos=?, head=3, label=punct
------------------------------------------------------------

# sentence: I du n no what that is .
Gold: token=I, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token=du, upos=AUX, xpos=VBP, head=4, label=aux
Pred: token=du, upos=AUX, xpos=VBP, head=4, label=aux
Gold: token=n, upos=PART, xpos=RB, head=4, label=advmod
Pred: token=n, upos=PART, xpos=RB, head=4, label=advmod
Gold: token=no, upos=INTJ, xpos=UH, head=0, label=root
Pred: token=no, upos=VERB, xpos=VB, head=0, label=root
Gold: token=what, upos=PRON, xpos=WP, head=4, label=ccomp
Pred: token=what, upos=PRON, xpos=WP, head=4, label=ccomp
Gold: token=that, upos=PRON, xpos=DT, head=5, label=nsubj
Pred: token=that, upos=PRON, xpos=DT, head=5, label=nsubj
Gold: token=is, upos=AUX, xpos=VBZ, head=5, label=cop
Pred: token=is, upos=AUX, xpos=VBZ, head=5, label=cop
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Yeah I think so .
Gold: token=Yeah, upos=INTJ, xpos=UH, head=3, label=intj
Pred: token=Yeah, upos=INTJ, xpos=UH, head=3, label=discourse
Gold: token=I, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=3, label=nsubj
Gold: token=think, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=think, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=so, upos=ADV, xpos=RB, head=3, label=advmod
Pred: token=so, upos=ADV, xpos=RB, head=3, label=advmod
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Wow I did n't know can we find any that are alive in this museum .
Gold: token=Wow, upos=INTJ, xpos=UH, head=5, label=intj
Pred: token=Wow, upos=INTJ, xpos=UH, head=5, label=discourse
Gold: token=I, upos=PRON, xpos=PRP, head=5, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=5, label=nsubj
Gold: token=did, upos=AUX, xpos=VBD, head=5, label=aux
Pred: token=did, upos=AUX, xpos=VBD, head=5, label=aux
Gold: token=n't, upos=PART, xpos=RB, head=5, label=advmod
Pred: token=n't, upos=PART, xpos=RB, head=5, label=advmod
Gold: token=know, upos=VERB, xpos=VB, head=0, label=root
Pred: token=know, upos=VERB, xpos=VB, head=0, label=root
Gold: token=can, upos=AUX, xpos=MD, head=8, label=aux
Pred: token=can, upos=AUX, xpos=MD, head=8, label=aux
Gold: token=we, upos=PRON, xpos=PRP, head=8, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=8, label=nsubj
Gold: token=find, upos=VERB, xpos=VB, head=5, label=parataxis
Pred: token=find, upos=VERB, xpos=VB, head=5, label=parataxis
Gold: token=any, upos=DET, xpos=DT, head=8, label=obj
Pred: token=any, upos=DET, xpos=DT, head=8, label=obj
Gold: token=that, upos=PRON, xpos=WDT, head=12, label=nsubj
Pred: token=that, upos=PRON, xpos=WDT, head=12, label=nsubj
Gold: token=are, upos=AUX, xpos=VBP, head=12, label=cop
Pred: token=are, upos=AUX, xpos=VBP, head=12, label=cop
Gold: token=alive, upos=ADJ, xpos=JJ, head=9, label=relcl
Pred: token=alive, upos=ADJ, xpos=JJ, head=9, label=relcl
Gold: token=in, upos=ADP, xpos=IN, head=15, label=case
Pred: token=in, upos=ADP, xpos=IN, head=15, label=case
Gold: token=this, upos=DET, xpos=DT, head=15, label=det
Pred: token=this, upos=DET, xpos=DT, head=15, label=det
Gold: token=museum, upos=NOUN, xpos=NN, head=8, label=obl
Pred: token=museum, upos=NOUN, xpos=NN, head=12, label=obl
Gold: token=., upos=PUNCT, xpos=., head=5, label=punct
Pred: token=., upos=PUNCT, xpos=., head=5, label=punct
------------------------------------------------------------

# sentence: They translated the directions to English okay .
Gold: token=They, upos=PRON, xpos=PRP, head=2, label=nsubj
Pred: token=They, upos=PRON, xpos=PRP, head=2, label=nsubj
Gold: token=translated, upos=VERB, xpos=VBD, head=0, label=root
Pred: token=translated, upos=VERB, xpos=VBD, head=0, label=root
Gold: token=the, upos=DET, xpos=DT, head=4, label=det
Pred: token=the, upos=DET, xpos=DT, head=4, label=det
Gold: token=directions, upos=NOUN, xpos=NNS, head=2, label=obj
Pred: token=directions, upos=NOUN, xpos=NNS, head=2, label=obj
Gold: token=to, upos=ADP, xpos=IN, head=6, label=case
Pred: token=to, upos=ADP, xpos=IN, head=6, label=case
Gold: token=English, upos=PROPN, xpos=NNP, head=2, label=obl
Pred: token=English, upos=ADJ, xpos=JJ, head=2, label=obl
Gold: token=okay, upos=ADJ, xpos=JJ, head=2, label=discourse
Pred: token=okay, upos=ADJ, xpos=JJ, head=2, label=discourse
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: You haf ta play with as many different colors as you have players .
Gold: token=You, upos=PRON, xpos=PRP, head=2, label=nsubj
Pred: token=You, upos=PRON, xpos=PRP, head=2, label=nsubj
Gold: token=haf, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=haf, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=ta, upos=PART, xpos=TO, head=4, label=mark
Pred: token=ta, upos=PART, xpos=TO, head=4, label=mark
Gold: token=play, upos=VERB, xpos=VB, head=2, label=xcomp
Pred: token=play, upos=VERB, xpos=VB, head=2, label=xcomp
Gold: token=with, upos=ADP, xpos=IN, head=9, label=case
Pred: token=with, upos=ADP, xpos=IN, head=9, label=case
Gold: token=as, upos=ADV, xpos=RB, head=9, label=advmod
Pred: token=as, upos=ADV, xpos=RB, head=8, label=advmod
Gold: token=many, upos=ADJ, xpos=JJ, head=9, label=amod
Pred: token=many, upos=DET, xpos=JJ, head=9, label=det
Gold: token=different, upos=ADJ, xpos=JJ, head=9, label=amod
Pred: token=different, upos=ADJ, xpos=JJ, head=9, label=amod
Gold: token=colors, upos=NOUN, xpos=NNS, head=4, label=obl
Pred: token=colors, upos=NOUN, xpos=NNS, head=4, label=obl
Gold: token=as, upos=SCONJ, xpos=IN, head=12, label=mark
Pred: token=as, upos=SCONJ, xpos=IN, head=12, label=mark
Gold: token=you, upos=PRON, xpos=PRP, head=12, label=nsubj
Pred: token=you, upos=PRON, xpos=PRP, head=12, label=nsubj
Gold: token=have, upos=VERB, xpos=VBP, head=6, label=advcl
Pred: token=have, upos=VERB, xpos=VBP, head=4, label=advcl
Gold: token=players, upos=NOUN, xpos=NNS, head=12, label=obj
Pred: token=players, upos=NOUN, xpos=NNS, head=12, label=obj
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: No that 's the teacher .
Gold: token=No, upos=INTJ, xpos=UH, head=5, label=intj
Pred: token=No, upos=INTJ, xpos=UH, head=5, label=discourse
Gold: token=that, upos=PRON, xpos=DT, head=5, label=nsubj
Pred: token=that, upos=PRON, xpos=DT, head=5, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=5, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=5, label=cop
Gold: token=the, upos=DET, xpos=DT, head=5, label=det
Pred: token=the, upos=DET, xpos=DT, head=5, label=det
Gold: token=teacher, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=teacher, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=5, label=punct
Pred: token=., upos=PUNCT, xpos=., head=5, label=punct
------------------------------------------------------------

# sentence: There 's only you can use on this one one two three .
Gold: token=There, upos=PRON, xpos=EX, head=2, label=expl
Pred: token=There, upos=PRON, xpos=EX, head=2, label=expl
Gold: token='s, upos=VERB, xpos=VBZ, head=0, label=root
Pred: token='s, upos=VERB, xpos=VBZ, head=0, label=root
Gold: token=only, upos=ADV, xpos=RB, head=2, label=advmod
Pred: token=only, upos=ADV, xpos=RB, head=6, label=advmod
Gold: token=you, upos=PRON, xpos=PRP, head=6, label=nsubj
Pred: token=you, upos=PRON, xpos=PRP, head=6, label=nsubj
Gold: token=can, upos=AUX, xpos=MD, head=6, label=aux
Pred: token=can, upos=AUX, xpos=MD, head=6, label=aux
Gold: token=use, upos=VERB, xpos=VB, head=2, label=parataxis
Pred: token=use, upos=VERB, xpos=VB, head=2, label=ccomp
Gold: token=on, upos=ADP, xpos=IN, head=9, label=case
Pred: token=on, upos=ADP, xpos=IN, head=9, label=case
Gold: token=this, upos=DET, xpos=DT, head=9, label=det
Pred: token=this, upos=DET, xpos=DT, head=9, label=det
Gold: token=one, upos=NUM, xpos=CD, head=6, label=obl
Pred: token=one, upos=NUM, xpos=CD, head=6, label=obl
Gold: token=one, upos=NUM, xpos=CD, head=2, label=parataxis
Pred: token=one, upos=NUM, xpos=CD, head=9, label=conj
Gold: token=two, upos=NUM, xpos=CD, head=10, label=conj
Pred: token=two, upos=NUM, xpos=CD, head=10, label=conj
Gold: token=three, upos=NUM, xpos=CD, head=10, label=conj
Pred: token=three, upos=NUM, xpos=CD, head=10, label=conj
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Well play with him !
Gold: token=Well, upos=INTJ, xpos=UH, head=2, label=intj
Pred: token=Well, upos=INTJ, xpos=UH, head=2, label=discourse
Gold: token=play, upos=VERB, xpos=VB, head=0, label=root
Pred: token=play, upos=VERB, xpos=VB, head=0, label=root
Gold: token=with, upos=ADP, xpos=IN, head=4, label=case
Pred: token=with, upos=ADP, xpos=IN, head=4, label=case
Gold: token=him, upos=PRON, xpos=PRP, head=2, label=obl
Pred: token=him, upos=PRON, xpos=PRP, head=2, label=obl
Gold: token=!, upos=PUNCT, xpos=!, head=2, label=punct
Pred: token=!, upos=PUNCT, xpos=!, head=2, label=punct
------------------------------------------------------------

# sentence: Mm hm yeah that 's right .
Gold: token=Mm, upos=INTJ, xpos=UH, head=6, label=intj
Pred: token=Mm, upos=INTJ, xpos=UH, head=6, label=discourse
Gold: token=hm, upos=INTJ, xpos=UH, head=1, label=flat
Pred: token=hm, upos=INTJ, xpos=UH, head=1, label=flat
Gold: token=yeah, upos=INTJ, xpos=UH, head=6, label=intj
Pred: token=yeah, upos=INTJ, xpos=UH, head=6, label=discourse
Gold: token=that, upos=PRON, xpos=DT, head=6, label=nsubj
Pred: token=that, upos=PRON, xpos=DT, head=6, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=6, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=6, label=cop
Gold: token=right, upos=ADJ, xpos=JJ, head=0, label=root
Pred: token=right, upos=ADJ, xpos=JJ, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=6, label=punct
Pred: token=., upos=PUNCT, xpos=., head=6, label=punct
------------------------------------------------------------

# sentence: No we 're three .
Gold: token=No, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=No, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=we, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token='re, upos=AUX, xpos=VBP, head=4, label=cop
Pred: token='re, upos=AUX, xpos=VBP, head=4, label=cop
Gold: token=three, upos=NUM, xpos=CD, head=0, label=root
Pred: token=three, upos=NUM, xpos=CD, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Did you get him ah !
Gold: token=Did, upos=AUX, xpos=VBD, head=3, label=aux
Pred: token=Did, upos=AUX, xpos=VBD, head=3, label=aux
Gold: token=you, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=you, upos=PRON, xpos=PRP, head=3, label=nsubj
Gold: token=get, upos=VERB, xpos=VB, head=0, label=root
Pred: token=get, upos=VERB, xpos=VB, head=0, label=root
Gold: token=him, upos=PRON, xpos=PRP, head=3, label=obj
Pred: token=him, upos=PRON, xpos=PRP, head=3, label=obj
Gold: token=ah, upos=INTJ, xpos=UH, head=3, label=intj
Pred: token=ah, upos=INTJ, xpos=UH, head=3, label=discourse
Gold: token=!, upos=PUNCT, xpos=!, head=3, label=punct
Pred: token=!, upos=PUNCT, xpos=!, head=3, label=punct
------------------------------------------------------------

# sentence: Oh we are three .
Gold: token=Oh, upos=INTJ, xpos=UH, head=4, label=intj
Pred: token=Oh, upos=INTJ, xpos=UH, head=4, label=discourse
Gold: token=we, upos=PRON, xpos=PRP, head=4, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=4, label=nsubj
Gold: token=are, upos=AUX, xpos=VBP, head=4, label=cop
Pred: token=are, upos=AUX, xpos=VBP, head=4, label=cop
Gold: token=three, upos=NUM, xpos=CD, head=0, label=root
Pred: token=three, upos=NUM, xpos=CD, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Maybe because all three of us are here we 're just we 're just scaring him .
Gold: token=Maybe, upos=ADV, xpos=RB, head=8, label=advmod
Pred: token=Maybe, upos=ADV, xpos=RB, head=8, label=advmod
Gold: token=because, upos=SCONJ, xpos=IN, head=8, label=mark
Pred: token=because, upos=SCONJ, xpos=IN, head=8, label=mark
Gold: token=all, upos=DET, xpos=DT, head=4, label=det
Pred: token=all, upos=DET, xpos=DT, head=4, label=det
Gold: token=three, upos=NUM, xpos=CD, head=8, label=nsubj
Pred: token=three, upos=NUM, xpos=CD, head=8, label=nsubj
Gold: token=of, upos=ADP, xpos=IN, head=6, label=case
Pred: token=of, upos=ADP, xpos=IN, head=6, label=case
Gold: token=us, upos=PRON, xpos=PRP, head=4, label=nmod
Pred: token=us, upos=PRON, xpos=PRP, head=4, label=nmod
Gold: token=are, upos=AUX, xpos=VBP, head=8, label=cop
Pred: token=are, upos=AUX, xpos=VBP, head=8, label=cop
Gold: token=here, upos=ADV, xpos=RB, head=15, label=advcl
Pred: token=here, upos=ADV, xpos=RB, head=0, label=root
Gold: token=we, upos=PRON, xpos=PRP, head=10, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=10, label=nsubj
Gold: token='re, upos=AUX, xpos=VBP, head=15, label=reparandum
Pred: token='re, upos=AUX, xpos=VBP, head=8, label=cop
Gold: token=just, upos=ADV, xpos=RB, head=10, label=advmod
Pred: token=just, upos=ADV, xpos=RB, head=10, label=advmod
Gold: token=we, upos=PRON, xpos=PRP, head=15, label=nsubj:outer
Pred: token=we, upos=PRON, xpos=PRP, head=15, label=nsubj
Gold: token='re, upos=AUX, xpos=VBP, head=15, label=cop
Pred: token='re, upos=AUX, xpos=VBP, head=15, label=aux
Gold: token=just, upos=ADV, xpos=RB, head=15, label=advmod
Pred: token=just, upos=ADV, xpos=RB, head=15, label=advmod
Gold: token=scaring, upos=VERB, xpos=VBG, head=0, label=root
Pred: token=scaring, upos=VERB, xpos=VBG, head=8, label=parataxis
Gold: token=him, upos=PRON, xpos=PRP, head=15, label=obj
Pred: token=him, upos=PRON, xpos=PRP, head=15, label=obj
Gold: token=., upos=PUNCT, xpos=., head=15, label=punct
Pred: token=., upos=PUNCT, xpos=., head=8, label=punct
------------------------------------------------------------

# sentence: Maybe we should just kinda .
Gold: token=Maybe, upos=ADV, xpos=RB, head=3, label=advmod
Pred: token=Maybe, upos=ADV, xpos=RB, head=5, label=advmod
Gold: token=we, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=we, upos=PRON, xpos=PRP, head=5, label=nsubj
Gold: token=should, upos=AUX, xpos=MD, head=0, label=root
Pred: token=should, upos=AUX, xpos=MD, head=5, label=aux
Gold: token=just, upos=ADV, xpos=RB, head=5, label=advmod
Pred: token=just, upos=ADV, xpos=RB, head=5, label=advmod
Gold: token=kinda, upos=ADV, xpos=RB, head=3, label=advmod
Pred: token=kinda, upos=ADV, xpos=RB, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=5, label=punct
------------------------------------------------------------

# sentence: I think the chair and the desk .
Gold: token=I, upos=PRON, xpos=PRP, head=2, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=2, label=nsubj
Gold: token=think, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=think, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=the, upos=DET, xpos=DT, head=4, label=det
Pred: token=the, upos=DET, xpos=DT, head=4, label=det
Gold: token=chair, upos=NOUN, xpos=NN, head=2, label=ccomp
