Sentence,Roberta_CDS_biaffine,Roberta_eng_biaffine,Stanza_off_the_shelf
because if he sees you he'll give you a spanking .,"because	_	_	_	_	_	7	mark	_	_
if	_	_	_	_	_	4	mark	_	_
he	_	_	_	_	_	4	nsubj	_	_
sees	_	_	_	_	_	7	advcl	_	_
you	_	_	_	_	_	4	obj	_	_
he'll	_	_	_	_	_	7	nsubj	_	_
give	_	_	_	_	_	0	root	_	_
you	_	_	_	_	_	7	iobj	_	_
a	_	_	_	_	_	10	det	_	_
spanking	_	_	_	_	_	7	obj	_	_
.	_	_	_	_	_	7	punct	_	_","because	_	_	_	_	_	7	mark	_	_
if	_	_	_	_	_	4	mark	_	_
he	_	_	_	_	_	4	nsubj	_	_
sees	_	_	_	_	_	7	advcl	_	_
you	_	_	_	_	_	4	obj	_	_
he'll	_	_	_	_	_	7	nsubj	_	_
give	_	_	_	_	_	0	root	_	_
you	_	_	_	_	_	7	iobj	_	_
a	_	_	_	_	_	10	det	_	_
spanking	_	_	_	_	_	7	obj	_	_
.	_	_	_	_	_	7	punct	_	_","because	_	SCONJ	IN	_	_	8	mark	_	_
if	_	SCONJ	IN	_	_	4	mark	_	_
he	_	PRON	PRP	_	_	4	nsubj	_	_
sees	_	VERB	VBZ	_	_	8	advcl	_	_
you	_	PRON	PRP	_	_	4	obj	_	_
he	_	PRON	PRP	_	_	8	nsubj	_	_
'll	_	AUX	MD	_	_	8	aux	_	_
give	_	VERB	VB	_	_	0	root	_	_
you	_	PRON	PRP	_	_	8	iobj	_	_
a	_	DET	DT	_	_	11	det	_	_
spanking	_	NOUN	NN	_	_	8	obj	_	_
.	_	PUNCT	.	_	_	8	punct	_	_"
no he wouldn't .,"no	_	_	_	_	_	3	discourse	_	_
he	_	_	_	_	_	3	nsubj	_	_
wouldn't	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","no	_	_	_	_	_	3	discourse	_	_
he	_	_	_	_	_	3	nsubj	_	_
wouldn't	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","no	_	INTJ	UH	_	_	3	discourse	_	_
he	_	PRON	PRP	_	_	3	nsubj	_	_
would	_	AUX	MD	_	_	0	root	_	_
n't	_	PART	RB	_	_	3	advmod	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
I don't know .,"I	_	_	_	_	_	3	nsubj	_	_
don't	_	_	_	_	_	3	aux	_	_
know	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	_	_	_	_	3	nsubj	_	_
don't	_	_	_	_	_	3	aux	_	_
know	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	PRON	PRP	_	_	4	nsubj	_	_
do	_	AUX	VBP	_	_	4	aux	_	_
n't	_	PART	RB	_	_	4	advmod	_	_
know	_	VERB	VB	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
how much do they cost ?,"how	_	_	_	_	_	2	advmod	_	_
much	_	_	_	_	_	5	advmod	_	_
do	_	_	_	_	_	5	aux	_	_
they	_	_	_	_	_	5	nsubj	_	_
cost	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	5	punct	_	_","how	_	_	_	_	_	2	advmod	_	_
much	_	_	_	_	_	5	obj	_	_
do	_	_	_	_	_	5	aux	_	_
they	_	_	_	_	_	5	nsubj	_	_
cost	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	5	punct	_	_","how	_	ADV	WRB	_	_	2	advmod	_	_
much	_	ADJ	JJ	_	_	5	obj	_	_
do	_	AUX	VBP	_	_	5	aux	_	_
they	_	PRON	PRP	_	_	5	nsubj	_	_
cost	_	VERB	VB	_	_	0	root	_	_
?	_	PUNCT	.	_	_	5	punct	_	_"
how would how could we make them ?,"how	_	_	_	_	_	2	advmod	_	_
would	_	_	_	_	_	6	reparandum	_	_
how	_	_	_	_	_	6	advmod	_	_
could	_	_	_	_	_	6	aux	_	_
we	_	_	_	_	_	6	nsubj	_	_
make	_	_	_	_	_	0	root	_	_
them	_	_	_	_	_	6	obj	_	_
?	_	_	_	_	_	6	punct	_	_","how	_	_	_	_	_	2	nsubj	_	_
would	_	_	_	_	_	6	reparandum	_	_
how	_	_	_	_	_	6	advmod	_	_
could	_	_	_	_	_	6	aux	_	_
we	_	_	_	_	_	6	nsubj	_	_
make	_	_	_	_	_	0	root	_	_
them	_	_	_	_	_	6	obj	_	_
?	_	_	_	_	_	6	punct	_	_","how	_	ADV	WRB	_	_	6	advmod	_	_
would	_	AUX	MD	_	_	6	aux	_	_
how	_	ADV	WRB	_	_	6	advmod	_	_
could	_	AUX	MD	_	_	6	aux	_	_
we	_	PRON	PRP	_	_	6	nsubj	_	_
make	_	VERB	VB	_	_	0	root	_	_
them	_	PRON	PRP	_	_	6	obj	_	_
?	_	PUNCT	.	_	_	6	punct	_	_"
remember that Christmas wrapper that we useta have or have ?,"remember	_	_	_	_	_	0	root	_	_
that	_	_	_	_	_	4	det	_	_
Christmas	_	_	_	_	_	4	compound	_	_
wrapper	_	_	_	_	_	1	obj	_	_
that	_	_	_	_	_	8	obj	_	_
we	_	_	_	_	_	7	nsubj	_	_
useta	_	_	_	_	_	8	mark	_	_
have	_	_	_	_	_	4	acl	_	_
or	_	_	_	_	_	10	cc	_	_
have	_	_	_	_	_	8	conj	_	_
?	_	_	_	_	_	1	punct	_	_","remember	_	_	_	_	_	0	root	_	_
that	_	_	_	_	_	4	det	_	_
Christmas	_	_	_	_	_	4	compound	_	_
wrapper	_	_	_	_	_	1	obj	_	_
that	_	_	_	_	_	8	obj	_	_
we	_	_	_	_	_	8	nsubj	_	_
useta	_	_	_	_	_	8	advmod	_	_
have	_	_	_	_	_	4	acl:relcl	_	_
or	_	_	_	_	_	10	cc	_	_
have	_	_	_	_	_	8	conj	_	_
?	_	_	_	_	_	1	punct	_	_","remember	_	VERB	VB	_	_	0	root	_	_
that	_	DET	DT	_	_	4	det	_	_
Christmas	_	PROPN	NNP	_	_	4	compound	_	_
wrapper	_	NOUN	NN	_	_	1	obj	_	_
that	_	PRON	WDT	_	_	8	obj	_	_
we	_	PRON	PRP	_	_	8	nsubj	_	_
useta	_	AUX	VBP	_	_	8	aux	_	_
have	_	VERB	VBP	_	_	4	acl:relcl	_	_
or	_	CCONJ	CC	_	_	10	cc	_	_
have	_	VERB	VBP	_	_	8	conj	_	_
?	_	PUNCT	.	_	_	1	punct	_	_"
we could use that to wrap our presents .,"we	_	_	_	_	_	3	nsubj	_	_
could	_	_	_	_	_	3	aux	_	_
use	_	_	_	_	_	0	root	_	_
that	_	_	_	_	_	3	obj	_	_
to	_	_	_	_	_	6	mark	_	_
wrap	_	_	_	_	_	3	xcomp	_	_
our	_	_	_	_	_	8	nmod:poss	_	_
presents	_	_	_	_	_	6	obj	_	_
.	_	_	_	_	_	3	punct	_	_","we	_	_	_	_	_	3	nsubj	_	_
could	_	_	_	_	_	3	aux	_	_
use	_	_	_	_	_	0	root	_	_
that	_	_	_	_	_	3	obj	_	_
to	_	_	_	_	_	6	mark	_	_
wrap	_	_	_	_	_	3	advcl	_	_
our	_	_	_	_	_	8	nmod:poss	_	_
presents	_	_	_	_	_	6	obj	_	_
.	_	_	_	_	_	3	punct	_	_","we	_	PRON	PRP	_	_	3	nsubj	_	_
could	_	AUX	MD	_	_	3	aux	_	_
use	_	VERB	VB	_	_	0	root	_	_
that	_	PRON	DT	_	_	3	obj	_	_
to	_	PART	TO	_	_	6	mark	_	_
wrap	_	VERB	VB	_	_	3	advcl	_	_
our	_	PRON	PRP$	_	_	8	nmod:poss	_	_
presents	_	NOUN	NNS	_	_	6	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
which picture was it going to go under ?,"which	_	_	_	_	_	2	det	_	_
picture	_	_	_	_	_	7	obl	_	_
was	_	_	_	_	_	5	aux	_	_
it	_	_	_	_	_	5	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	7	mark	_	_
go	_	_	_	_	_	5	xcomp	_	_
under	_	_	_	_	_	2	case	_	_
?	_	_	_	_	_	5	punct	_	_","which	_	_	_	_	_	2	det	_	_
picture	_	_	_	_	_	7	obl	_	_
was	_	_	_	_	_	5	aux	_	_
it	_	_	_	_	_	5	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	7	mark	_	_
go	_	_	_	_	_	5	xcomp	_	_
under	_	_	_	_	_	2	case	_	_
?	_	_	_	_	_	5	punct	_	_","which	_	DET	WDT	_	_	2	det	_	_
picture	_	NOUN	NN	_	_	5	obj	_	_
was	_	AUX	VBD	_	_	5	aux	_	_
it	_	PRON	PRP	_	_	5	nsubj	_	_
going	_	VERB	VBG	_	_	0	root	_	_
to	_	PART	TO	_	_	7	mark	_	_
go	_	VERB	VB	_	_	5	xcomp	_	_
under	_	ADV	RB	_	_	7	advmod	_	_
?	_	PUNCT	.	_	_	5	punct	_	_"
Mommy make some tacos please .,"Mommy	_	_	_	_	_	2	vocative	_	_
make	_	_	_	_	_	0	root	_	_
some	_	_	_	_	_	4	det	_	_
tacos	_	_	_	_	_	2	obj	_	_
please	_	_	_	_	_	2	discourse	_	_
.	_	_	_	_	_	2	punct	_	_","Mommy	_	_	_	_	_	2	vocative	_	_
make	_	_	_	_	_	0	root	_	_
some	_	_	_	_	_	4	det	_	_
tacos	_	_	_	_	_	2	obj	_	_
please	_	_	_	_	_	2	discourse	_	_
.	_	_	_	_	_	2	punct	_	_","Mommy	_	PROPN	NNP	_	_	2	nsubj	_	_
make	_	VERB	VB	_	_	0	root	_	_
some	_	DET	DT	_	_	4	det	_	_
tacos	_	NOUN	NNS	_	_	2	obj	_	_
please	_	INTJ	UH	_	_	2	discourse	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
you have bigger shoes also like mine right there .,"you	_	_	_	_	_	2	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
bigger	_	_	_	_	_	4	amod	_	_
shoes	_	_	_	_	_	2	obj	_	_
also	_	_	_	_	_	2	advmod	_	_
like	_	_	_	_	_	7	case	_	_
mine	_	_	_	_	_	2	obl	_	_
right	_	_	_	_	_	9	advmod	_	_
there	_	_	_	_	_	7	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","you	_	_	_	_	_	2	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
bigger	_	_	_	_	_	4	amod	_	_
shoes	_	_	_	_	_	2	obj	_	_
also	_	_	_	_	_	2	advmod	_	_
like	_	_	_	_	_	7	case	_	_
mine	_	_	_	_	_	4	nmod	_	_
right	_	_	_	_	_	9	advmod	_	_
there	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","you	_	PRON	PRP	_	_	2	nsubj	_	_
have	_	VERB	VBP	_	_	0	root	_	_
bigger	_	ADJ	JJR	_	_	4	amod	_	_
shoes	_	NOUN	NNS	_	_	2	obj	_	_
also	_	ADV	RB	_	_	2	advmod	_	_
like	_	ADP	IN	_	_	7	case	_	_
mine	_	PRON	PRP	_	_	2	obl	_	_
right	_	ADV	RB	_	_	9	advmod	_	_
there	_	ADV	RB	_	_	2	advmod	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
uhhuh Daddy .,"uhhuh	_	_	_	_	_	0	root	_	_
Daddy	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","uhhuh	_	_	_	_	_	2	discourse	_	_
Daddy	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","uhhuh	_	INTJ	UH	_	_	2	discourse	_	_
Daddy	_	PROPN	NNP	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
I said uhhuh .,"I	_	_	_	_	_	2	nsubj	_	_
said	_	_	_	_	_	0	root	_	_
uhhuh	_	_	_	_	_	2	discourse	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	_	_	_	_	2	nsubj	_	_
said	_	_	_	_	_	0	root	_	_
uhhuh	_	_	_	_	_	2	discourse	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	PRON	PRP	_	_	2	nsubj	_	_
said	_	VERB	VBD	_	_	0	root	_	_
uhhuh	_	INTJ	UH	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
uhhuh that's a right leg .,"uhhuh	_	_	_	_	_	5	discourse	_	_
that's	_	_	_	_	_	5	nsubj	_	_
a	_	_	_	_	_	5	det	_	_
right	_	_	_	_	_	5	amod	_	_
leg	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	5	punct	_	_","uhhuh	_	_	_	_	_	5	discourse	_	_
that's	_	_	_	_	_	5	cop	_	_
a	_	_	_	_	_	5	det	_	_
right	_	_	_	_	_	5	amod	_	_
leg	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	5	punct	_	_","uhhuh	_	INTJ	UH	_	_	6	discourse	_	_
that	_	PRON	DT	_	_	6	nsubj	_	_
's	_	AUX	VBZ	_	_	6	cop	_	_
a	_	DET	DT	_	_	6	det	_	_
right	_	ADJ	JJ	_	_	6	amod	_	_
leg	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	6	punct	_	_"
I'm going to go out there with you .,"I'm	_	_	_	_	_	2	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
go	_	_	_	_	_	2	xcomp	_	_
out	_	_	_	_	_	6	advmod	_	_
there	_	_	_	_	_	4	advmod	_	_
with	_	_	_	_	_	8	case	_	_
you	_	_	_	_	_	4	obl	_	_
.	_	_	_	_	_	2	punct	_	_","I'm	_	_	_	_	_	2	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
go	_	_	_	_	_	2	xcomp	_	_
out	_	_	_	_	_	6	advmod	_	_
there	_	_	_	_	_	4	advmod	_	_
with	_	_	_	_	_	8	case	_	_
you	_	_	_	_	_	4	obl	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	PRON	PRP	_	_	3	nsubj	_	_
'm	_	AUX	VBP	_	_	3	aux	_	_
going	_	VERB	VBG	_	_	0	root	_	_
to	_	PART	TO	_	_	5	mark	_	_
go	_	VERB	VB	_	_	3	xcomp	_	_
out	_	ADV	RB	_	_	7	advmod	_	_
there	_	ADV	RB	_	_	5	advmod	_	_
with	_	ADP	IN	_	_	9	case	_	_
you	_	PRON	PRP	_	_	5	obl	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
uhhuh I don't wanna stay with you .,"uhhuh	_	_	_	_	_	4	discourse	_	_
I	_	_	_	_	_	4	nsubj	_	_
don't	_	_	_	_	_	4	aux	_	_
wanna	_	_	_	_	_	0	root	_	_
stay	_	_	_	_	_	4	xcomp	_	_
with	_	_	_	_	_	7	case	_	_
you	_	_	_	_	_	5	obl	_	_
.	_	_	_	_	_	4	punct	_	_","uhhuh	_	_	_	_	_	4	discourse	_	_
I	_	_	_	_	_	4	nsubj	_	_
don't	_	_	_	_	_	4	advmod	_	_
wanna	_	_	_	_	_	0	root	_	_
stay	_	_	_	_	_	4	xcomp	_	_
with	_	_	_	_	_	7	case	_	_
you	_	_	_	_	_	5	obl	_	_
.	_	_	_	_	_	4	punct	_	_","uhhuh	_	INTJ	UH	_	_	5	discourse	_	_
I	_	PRON	PRP	_	_	5	nsubj	_	_
do	_	AUX	VBP	_	_	5	aux	_	_
n't	_	PART	RB	_	_	5	advmod	_	_
wan	_	VERB	VB	_	_	0	root	_	_
na	_	PART	TO	_	_	7	mark	_	_
stay	_	VERB	VB	_	_	5	xcomp	_	_
with	_	ADP	IN	_	_	9	case	_	_
you	_	PRON	PRP	_	_	7	obl	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
uhhuh and that .,"uhhuh	_	_	_	_	_	3	discourse	_	_
and	_	_	_	_	_	3	cc	_	_
that	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","uhhuh	_	_	_	_	_	3	discourse	_	_
and	_	_	_	_	_	3	cc	_	_
that	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","uhhuh	_	INTJ	UH	_	_	0	root	_	_
and	_	CCONJ	CC	_	_	3	cc	_	_
that	_	PRON	DT	_	_	1	conj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
uhhuh I mean those those things .,"uhhuh	_	_	_	_	_	3	discourse	_	_
I	_	_	_	_	_	3	nsubj	_	_
mean	_	_	_	_	_	0	root	_	_
those	_	_	_	_	_	5	reparandum	_	_
those	_	_	_	_	_	6	det	_	_
things	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","uhhuh	_	_	_	_	_	6	discourse	_	_
I	_	_	_	_	_	3	nsubj	_	_
mean	_	_	_	_	_	6	parataxis	_	_
those	_	_	_	_	_	6	reparandum	_	_
those	_	_	_	_	_	6	det	_	_
things	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	6	punct	_	_","uhhuh	_	INTJ	UH	_	_	3	discourse	_	_
I	_	PRON	PRP	_	_	3	nsubj	_	_
mean	_	VERB	VBP	_	_	0	root	_	_
those	_	DET	DT	_	_	6	det	_	_
those	_	DET	DT	_	_	6	det	_	_
things	_	NOUN	NNS	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
uhhuh it's okay with me .,"uhhuh	_	_	_	_	_	3	discourse	_	_
it's	_	_	_	_	_	3	cop	_	_
okay	_	_	_	_	_	0	root	_	_
with	_	_	_	_	_	5	case	_	_
me	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	3	punct	_	_","uhhuh	_	_	_	_	_	3	discourse	_	_
it's	_	_	_	_	_	3	nsubj	_	_
okay	_	_	_	_	_	0	root	_	_
with	_	_	_	_	_	5	case	_	_
me	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	3	punct	_	_","uhhuh	_	INTJ	UH	_	_	4	discourse	_	_
it	_	PRON	PRP	_	_	4	nsubj	_	_
's	_	AUX	VBZ	_	_	4	cop	_	_
okay	_	ADJ	JJ	_	_	0	root	_	_
with	_	ADP	IN	_	_	6	case	_	_
me	_	PRON	PRP	_	_	4	obl	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
I like tacos tacos tacos tacos !,"I	_	_	_	_	_	2	nsubj	_	_
like	_	_	_	_	_	0	root	_	_
tacos	_	_	_	_	_	2	obj	_	_
tacos	_	_	_	_	_	3	conj	_	_
tacos	_	_	_	_	_	3	conj	_	_
tacos	_	_	_	_	_	3	conj	_	_
!	_	_	_	_	_	2	punct	_	_","I	_	_	_	_	_	2	nsubj	_	_
like	_	_	_	_	_	0	root	_	_
tacos	_	_	_	_	_	2	obj	_	_
tacos	_	_	_	_	_	2	obj	_	_
tacos	_	_	_	_	_	6	compound	_	_
tacos	_	_	_	_	_	3	conj	_	_
!	_	_	_	_	_	2	punct	_	_","I	_	PRON	PRP	_	_	2	nsubj	_	_
like	_	VERB	VBP	_	_	0	root	_	_
tacos	_	NOUN	NNS	_	_	4	compound	_	_
tacos	_	NOUN	NNS	_	_	6	compound	_	_
tacos	_	NOUN	NNS	_	_	6	compound	_	_
tacos	_	NOUN	NNS	_	_	2	obj	_	_
!	_	PUNCT	.	_	_	2	punct	_	_"
you put it all in there ?,"you	_	_	_	_	_	2	nsubj	_	_
put	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
all	_	_	_	_	_	3	det	_	_
in	_	_	_	_	_	6	case	_	_
there	_	_	_	_	_	2	obl	_	_
?	_	_	_	_	_	2	punct	_	_","you	_	_	_	_	_	2	nsubj	_	_
put	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
all	_	_	_	_	_	3	nmod:unmarked	_	_
in	_	_	_	_	_	6	case	_	_
there	_	_	_	_	_	2	obl	_	_
?	_	_	_	_	_	2	punct	_	_","you	_	PRON	PRP	_	_	2	nsubj	_	_
put	_	VERB	VBP	_	_	0	root	_	_
it	_	PRON	PRP	_	_	2	obj	_	_
all	_	DET	DT	_	_	2	advmod	_	_
in	_	ADP	IN	_	_	6	case	_	_
there	_	ADV	RB	_	_	2	obl	_	_
?	_	PUNCT	.	_	_	2	punct	_	_"
you put it all in there ?,"you	_	_	_	_	_	2	nsubj	_	_
put	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
all	_	_	_	_	_	3	det	_	_
in	_	_	_	_	_	6	case	_	_
there	_	_	_	_	_	2	obl	_	_
?	_	_	_	_	_	2	punct	_	_","you	_	_	_	_	_	2	nsubj	_	_
put	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
all	_	_	_	_	_	3	nmod:unmarked	_	_
in	_	_	_	_	_	6	case	_	_
there	_	_	_	_	_	2	obl	_	_
?	_	_	_	_	_	2	punct	_	_","you	_	PRON	PRP	_	_	2	nsubj	_	_
put	_	VERB	VBP	_	_	0	root	_	_
it	_	PRON	PRP	_	_	2	obj	_	_
all	_	DET	DT	_	_	2	advmod	_	_
in	_	ADP	IN	_	_	6	case	_	_
there	_	ADV	RB	_	_	2	obl	_	_
?	_	PUNCT	.	_	_	2	punct	_	_"
what's that Mommy ?,"what's	_	_	_	_	_	0	root	_	_
that	_	_	_	_	_	1	nsubj	_	_
Mommy	_	_	_	_	_	1	vocative	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	cop	_	_
that	_	_	_	_	_	0	root	_	_
Mommy	_	_	_	_	_	2	vocative	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	4	nsubj	_	_
's	_	AUX	VBZ	_	_	4	cop	_	_
that	_	PRON	DT	_	_	4	nsubj	_	_
Mommy	_	PROPN	NNP	_	_	0	root	_	_
?	_	PUNCT	.	_	_	4	punct	_	_"
what's that Mommy ?,"what's	_	_	_	_	_	0	root	_	_
that	_	_	_	_	_	1	nsubj	_	_
Mommy	_	_	_	_	_	1	vocative	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	cop	_	_
that	_	_	_	_	_	0	root	_	_
Mommy	_	_	_	_	_	2	vocative	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	4	nsubj	_	_
's	_	AUX	VBZ	_	_	4	cop	_	_
that	_	PRON	DT	_	_	4	nsubj	_	_
Mommy	_	PROPN	NNP	_	_	0	root	_	_
?	_	PUNCT	.	_	_	4	punct	_	_"
how'd you put some a lot of money in there Mom ?,"how'd	_	_	_	_	_	3	advmod	_	_
you	_	_	_	_	_	3	nsubj	_	_
put	_	_	_	_	_	0	root	_	_
some	_	_	_	_	_	5	reparandum	_	_
a	_	_	_	_	_	6	det	_	_
lot	_	_	_	_	_	3	obj	_	_
of	_	_	_	_	_	8	case	_	_
money	_	_	_	_	_	6	nmod	_	_
in	_	_	_	_	_	10	case	_	_
there	_	_	_	_	_	3	obl	_	_
Mom	_	_	_	_	_	3	vocative	_	_
?	_	_	_	_	_	3	punct	_	_","how'd	_	_	_	_	_	3	advmod	_	_
you	_	_	_	_	_	3	nsubj	_	_
put	_	_	_	_	_	0	root	_	_
some	_	_	_	_	_	6	reparandum	_	_
a	_	_	_	_	_	6	det	_	_
lot	_	_	_	_	_	3	obj	_	_
of	_	_	_	_	_	8	case	_	_
money	_	_	_	_	_	6	nmod	_	_
in	_	_	_	_	_	10	case	_	_
there	_	_	_	_	_	3	obl	_	_
Mom	_	_	_	_	_	3	vocative	_	_
?	_	_	_	_	_	3	punct	_	_","how	_	ADV	WRB	_	_	4	advmod	_	_
'd	_	AUX	MD	_	_	4	aux	_	_
you	_	PRON	PRP	_	_	4	nsubj	_	_
put	_	VERB	VB	_	_	0	root	_	_
some	_	DET	DT	_	_	7	det	_	_
a	_	DET	DT	_	_	7	det	_	_
lot	_	NOUN	NN	_	_	4	obj	_	_
of	_	ADP	IN	_	_	9	case	_	_
money	_	NOUN	NN	_	_	7	nmod	_	_
in	_	ADP	IN	_	_	12	case	_	_
there	_	PRON	PRP$	_	_	12	nmod:poss	_	_
Mom	_	NOUN	NN	_	_	4	obl	_	_
?	_	PUNCT	.	_	_	4	punct	_	_"
Mom that's not all .,"Mom	_	_	_	_	_	4	vocative	_	_
that's	_	_	_	_	_	4	cop	_	_
not	_	_	_	_	_	4	advmod	_	_
all	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","Mom	_	_	_	_	_	4	vocative	_	_
that's	_	_	_	_	_	4	cop	_	_
not	_	_	_	_	_	4	advmod	_	_
all	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","Mom	_	NOUN	NN	_	_	5	vocative	_	_
that	_	PRON	DT	_	_	5	nsubj	_	_
's	_	AUX	VBZ	_	_	5	cop	_	_
not	_	PART	RB	_	_	5	advmod	_	_
all	_	DET	DT	_	_	0	root	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
Mom that's not all .,"Mom	_	_	_	_	_	4	vocative	_	_
that's	_	_	_	_	_	4	cop	_	_
not	_	_	_	_	_	4	advmod	_	_
all	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","Mom	_	_	_	_	_	4	vocative	_	_
that's	_	_	_	_	_	4	cop	_	_
not	_	_	_	_	_	4	advmod	_	_
all	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","Mom	_	NOUN	NN	_	_	5	vocative	_	_
that	_	PRON	DT	_	_	5	nsubj	_	_
's	_	AUX	VBZ	_	_	5	cop	_	_
not	_	PART	RB	_	_	5	advmod	_	_
all	_	DET	DT	_	_	0	root	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
that's not all .,"that's	_	_	_	_	_	3	cop	_	_
not	_	_	_	_	_	3	advmod	_	_
all	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","that's	_	_	_	_	_	3	cop	_	_
not	_	_	_	_	_	3	advmod	_	_
all	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","that	_	PRON	DT	_	_	4	nsubj	_	_
's	_	AUX	VBZ	_	_	4	cop	_	_
not	_	PART	RB	_	_	4	advmod	_	_
all	_	DET	DT	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
what's that Mom ?,"what's	_	_	_	_	_	0	root	_	_
that	_	_	_	_	_	1	nsubj	_	_
Mom	_	_	_	_	_	1	vocative	_	_
?	_	_	_	_	_	1	punct	_	_","what's	_	_	_	_	_	2	cop	_	_
that	_	_	_	_	_	0	root	_	_
Mom	_	_	_	_	_	2	vocative	_	_
?	_	_	_	_	_	2	punct	_	_","what	_	PRON	WP	_	_	0	root	_	_
's	_	AUX	VBZ	_	_	1	cop	_	_
that	_	DET	DT	_	_	4	det	_	_
Mom	_	NOUN	NN	_	_	1	nsubj	_	_
?	_	PUNCT	.	_	_	1	punct	_	_"
